customer_id,event_date,avg_monthly_usage,churned
8,2022-09-01,56.1,0
8,2022-10-01,69.77,0
8,2022-11-01,58.27,0
8,2022-12-01,71.32,0
8,2023-01-01,74.31,0
8,2023-02-01,60.29,0
8,2023-03-01,73.5,0
8,2023-04-01,69.82,1
8,2023-05-01,73.08,1
8,2023-06-01,81.15,1
8,2023-07-01,65.96,1
8,2023-08-01,62.58,1
9,2022-01-01,68.38,0
9,2022-02-01,59.46,0
9,2022-03-01,42.94,0
9,2022-04-01,49.98,0
9,2022-05-01,65.85,0
9,2022-06-01,62.81,0
9,2022-07-01,49.14,0
9,2022-08-01,54.51,0
9,2022-09-01,70.92,0
9,2022-10-01,47.25,0
9,2022-11-01,45.88,0
9,2022-12-01,45.95,0
9,2023-01-01,47.7,0
9,2023-02-01,38.66,0
9,2023-03-01,44.65,0
9,2023-04-01,23.06,0
9,2023-05-01,39.48,0
9,2023-06-01,35.71,0
9,2023-07-01,32.07,0
9,2023-08-01,28.52,0
10,2022-01-01,59.13,0
10,2022-02-01,54.35,0
10,2022-03-01,55.84,0
10,2022-04-01,60.56,0
10,2022-05-01,50.82,0
10,2022-06-01,43.75,0
10,2022-07-01,52.45,0
10,2022-08-01,45.57,0
10,2022-09-01,48.6,0
10,2022-10-01,48.22,0
10,2022-11-01,35.81,0
10,2022-12-01,47.09,0
10,2023-01-01,43.07,0
10,2023-02-01,33.46,1
10,2023-03-01,36.96,1
10,2023-04-01,35.28,1
10,2023-05-01,32.59,1
10,2023-06-01,35.76,1
10,2023-07-01,37.4,1
10,2023-08-01,28.22,1
11,2022-01-01,81.11,0
11,2022-02-01,106.27,0
11,2022-03-01,84.24,0
11,2022-04-01,101.31,0
11,2022-05-01,94.27,0
11,2022-06-01,94.52,0
11,2022-07-01,96.32,0
11,2022-08-01,81.03,0
11,2022-09-01,101.2,0
11,2022-10-01,91.2,0
11,2022-11-01,103.52,0
11,2022-12-01,94.33,0
11,2023-01-01,93.08,0
11,2023-02-01,86.99,0
11,2023-03-01,90.96,0
11,2023-04-01,99.56,0
11,2023-05-01,87.8,0
11,2023-06-01,83.34,0
11,2023-07-01,91.55,0
11,2023-08-01,103.71,0
12,2022-01-01,48.58,0
12,2022-02-01,50.85,0
12,2022-03-01,47.95,0
12,2022-04-01,44.86,0
12,2022-05-01,55.12,0
12,2022-06-01,45.95,0
12,2022-07-01,35.2,0
12,2022-08-01,44.23,0
12,2022-09-01,48.25,0
12,2022-10-01,40.47,0
12,2022-11-01,25.17,0
12,2022-12-01,28.32,0
12,2023-01-01,35.14,0
12,2023-02-01,22.81,0
12,2023-03-01,26.56,0
12,2023-04-01,26.08,0
12,2023-05-01,15.16,0
12,2023-06-01,17.44,0
12,2023-07-01,5.0,0
12,2023-08-01,8.13,0
13,2022-01-01,53.87,0
13,2022-02-01,56.87,0
13,2022-03-01,61.98,0
13,2022-04-01,53.63,0
13,2022-05-01,53.63,0
13,2022-06-01,50.77,0
13,2022-07-01,55.12,0
13,2022-08-01,51.16,0
13,2022-09-01,51.48,0
13,2022-10-01,56.01,0
13,2022-11-01,47.34,0
13,2022-12-01,44.09,0
13,2023-01-01,46.91,0
13,2023-02-01,49.59,0
13,2023-03-01,45.66,0
13,2023-04-01,47.68,0
13,2023-05-01,38.28,0
13,2023-06-01,36.52,0
13,2023-07-01,37.37,0
13,2023-08-01,33.0,0
14,2022-01-01,47.26,0
14,2022-02-01,40.91,0
14,2022-03-01,40.15,0
14,2022-04-01,41.37,0
14,2022-05-01,47.47,0
14,2022-06-01,49.78,0
14,2022-07-01,44.65,0
14,2022-08-01,45.65,0
14,2022-09-01,39.95,0
14,2022-10-01,46.98,0
14,2022-11-01,45.43,0
14,2022-12-01,39.49,0
14,2023-01-01,34.42,0
14,2023-02-01,37.05,0
14,2023-03-01,39.61,0
14,2023-04-01,48.15,0
14,2023-05-01,49.96,0
14,2023-06-01,40.6,0
14,2023-07-01,40.72,0
14,2023-08-01,43.83,0
15,2022-01-01,108.0,0
15,2022-02-01,109.6,0
15,2022-03-01,108.31,0
15,2022-04-01,117.79,0
15,2022-05-01,111.03,0
15,2022-06-01,111.72,0
15,2022-07-01,99.76,0
15,2022-08-01,84.86,0
15,2022-09-01,116.39,0
15,2022-10-01,123.18,0
15,2022-11-01,104.97,0
15,2022-12-01,108.71,0
15,2023-01-01,108.77,0
15,2023-02-01,117.93,0
15,2023-03-01,111.84,0
15,2023-04-01,108.56,0
15,2023-05-01,104.94,0
15,2023-06-01,104.49,1
15,2023-07-01,93.32,1
15,2023-08-01,100.37,1
16,2022-01-01,66.33,0
16,2022-02-01,67.55,0
16,2022-03-01,71.19,0
16,2022-04-01,74.14,0
16,2022-05-01,77.16,0
16,2022-06-01,82.58,0
16,2022-07-01,81.34,0
16,2022-08-01,78.61,0
16,2022-09-01,80.2,0
16,2022-10-01,77.6,0
16,2022-11-01,82.34,0
16,2022-12-01,82.4,0
16,2023-01-01,85.75,0
16,2023-02-01,82.52,0
16,2023-03-01,88.62,0
16,2023-04-01,93.47,0
16,2023-05-01,88.41,0
16,2023-06-01,91.38,0
16,2023-07-01,93.53,0
16,2023-08-01,90.52,0
17,2022-01-01,58.57,0
17,2022-02-01,59.28,0
17,2022-03-01,60.89,0
17,2022-04-01,59.58,0
17,2022-05-01,63.37,0
17,2022-06-01,66.18,0
17,2022-07-01,70.45,0
17,2022-08-01,70.29,0
17,2022-09-01,75.3,0
17,2022-10-01,67.72,0
17,2022-11-01,74.09,0
17,2022-12-01,73.33,0
17,2023-01-01,80.82,0
17,2023-02-01,73.0,0
17,2023-03-01,74.26,0
17,2023-04-01,76.35,0
17,2023-05-01,73.03,0
17,2023-06-01,79.28,0
17,2023-07-01,79.92,0
17,2023-08-01,84.05,0
18,2022-01-01,113.76,0
18,2022-02-01,109.01,0
18,2022-03-01,111.01,0
18,2022-04-01,126.7,0
18,2022-05-01,122.93,0
18,2022-06-01,129.39,0
18,2022-07-01,131.69,0
18,2022-08-01,129.05,0
18,2022-09-01,121.52,0
18,2022-10-01,132.19,0
18,2022-11-01,141.48,0
18,2022-12-01,130.94,0
18,2023-01-01,137.5,1
18,2023-02-01,136.65,1
18,2023-03-01,147.09,1
18,2023-04-01,135.22,1
18,2023-05-01,148.56,1
18,2023-06-01,140.08,1
18,2023-07-01,139.45,1
18,2023-08-01,146.12,1
19,2022-01-01,43.74,0
19,2022-02-01,41.91,0
19,2022-03-01,43.67,0
19,2022-04-01,38.01,0
19,2022-05-01,34.13,0
19,2022-06-01,28.22,0
19,2022-07-01,26.96,0
19,2022-08-01,30.84,0
19,2022-09-01,30.48,0
19,2022-10-01,29.99,0
19,2022-11-01,20.76,0
19,2022-12-01,20.4,0
19,2023-01-01,20.11,0
19,2023-02-01,23.69,0
19,2023-03-01,15.79,0
19,2023-04-01,18.24,0
19,2023-05-01,12.03,0
19,2023-06-01,13.09,0
19,2023-07-01,10.73,1
19,2023-08-01,6.13,1
20,2022-01-01,76.96,0
20,2022-02-01,73.07,0
20,2022-03-01,66.99,0
20,2022-04-01,65.31,0
20,2022-05-01,58.98,0
20,2022-06-01,67.0,0
20,2022-07-01,63.28,0
20,2022-08-01,58.1,0
20,2022-09-01,57.2,0
20,2022-10-01,47.78,0
20,2022-11-01,51.11,0
20,2022-12-01,54.87,0
20,2023-01-01,51.8,0
20,2023-02-01,47.79,0
20,2023-03-01,44.74,0
20,2023-04-01,45.32,0
20,2023-05-01,39.97,1
20,2023-06-01,33.66,1
20,2023-07-01,36.91,1
20,2023-08-01,36.23,1
21,2022-01-01,57.16,0
21,2022-02-01,74.87,0
21,2022-03-01,58.96,0
21,2022-04-01,72.7,0
21,2022-05-01,62.62,0
21,2022-06-01,68.82,0
21,2022-07-01,63.34,0
21,2022-08-01,73.57,0
21,2022-09-01,66.75,0
21,2022-10-01,71.11,0
21,2022-11-01,66.96,0
21,2022-12-01,68.15,0
21,2023-01-01,69.29,0
21,2023-02-01,64.52,0
21,2023-03-01,61.39,1
21,2023-04-01,61.34,1
21,2023-05-01,67.05,1
21,2023-06-01,64.82,1
21,2023-07-01,57.89,1
21,2023-08-01,69.09,1
22,2022-01-01,108.28,0
22,2022-02-01,110.55,0
22,2022-03-01,107.04,0
22,2022-04-01,104.55,0
22,2022-05-01,106.45,0
22,2022-06-01,105.14,0
22,2022-07-01,97.16,0
22,2022-08-01,94.96,0
22,2022-09-01,94.38,0
22,2022-10-01,82.97,0
22,2022-11-01,84.64,0
22,2022-12-01,96.06,0
22,2023-01-01,95.37,0
22,2023-02-01,84.57,0
22,2023-03-01,86.43,0
22,2023-04-01,83.21,0
22,2023-05-01,94.1,0
22,2023-06-01,83.0,0
22,2023-07-01,75.21,0
22,2023-08-01,69.38,0
23,2022-01-01,83.74,0
23,2022-02-01,75.47,0
23,2022-03-01,72.77,0
23,2022-04-01,78.92,0
23,2022-05-01,74.97,0
23,2022-06-01,65.79,0
23,2022-07-01,79.27,0
23,2022-08-01,66.22,0
23,2022-09-01,81.55,0
23,2022-10-01,66.13,0
23,2022-11-01,69.05,0
23,2022-12-01,72.94,0
23,2023-01-01,70.68,0
23,2023-02-01,71.35,0
23,2023-03-01,54.57,0
23,2023-04-01,54.72,0
23,2023-05-01,59.11,1
23,2023-06-01,60.25,1
23,2023-07-01,55.02,1
23,2023-08-01,46.42,1
24,2022-01-01,65.04,0
24,2022-02-01,65.76,0
24,2022-03-01,67.74,0
24,2022-04-01,68.88,0
24,2022-05-01,68.85,0
24,2022-06-01,70.95,0
24,2022-07-01,66.23,0
24,2022-08-01,77.15,0
24,2022-09-01,77.49,0
24,2022-10-01,77.28,0
24,2022-11-01,79.5,0
24,2022-12-01,80.84,0
24,2023-01-01,79.05,0
24,2023-02-01,80.86,0
24,2023-03-01,85.32,0
24,2023-04-01,85.58,0
24,2023-05-01,92.39,1
24,2023-06-01,92.34,1
24,2023-07-01,91.49,1
24,2023-08-01,87.57,1
25,2022-01-01,56.07,0
25,2022-02-01,62.52,0
25,2022-03-01,57.62,0
25,2022-04-01,55.27,0
25,2022-05-01,50.21,0
25,2022-06-01,44.45,0
25,2022-07-01,46.72,0
25,2022-08-01,48.97,0
25,2022-09-01,36.45,0
25,2022-10-01,50.48,0
25,2022-11-01,53.51,0
25,2022-12-01,31.73,0
25,2023-01-01,33.32,1
25,2023-02-01,40.47,1
25,2023-03-01,35.1,1
25,2023-04-01,38.22,1
25,2023-05-01,35.31,1
25,2023-06-01,29.22,1
25,2023-07-01,39.87,1
25,2023-08-01,34.44,1
26,2022-01-01,51.03,0
26,2022-02-01,45.37,0
26,2022-03-01,50.92,0
26,2022-04-01,50.2,0
26,2022-05-01,60.01,0
26,2022-06-01,54.76,0
26,2022-07-01,56.23,0
26,2022-08-01,52.08,0
26,2022-09-01,52.48,0
26,2022-10-01,53.75,0
26,2022-11-01,60.22,0
26,2022-12-01,55.63,0
26,2023-01-01,61.32,0
26,2023-02-01,74.24,1
26,2023-03-01,67.04,1
26,2023-04-01,59.89,1
26,2023-05-01,71.07,1
26,2023-06-01,61.14,1
26,2023-07-01,51.07,1
26,2023-08-01,58.91,1
27,2022-01-01,79.22,0
27,2022-02-01,74.24,0
27,2022-03-01,80.01,0
27,2022-04-01,58.23,0
27,2022-05-01,73.42,0
27,2022-06-01,75.74,0
27,2022-07-01,59.28,0
27,2022-08-01,75.66,0
27,2022-09-01,68.94,0
27,2022-10-01,62.57,0
27,2022-11-01,68.33,0
27,2022-12-01,78.08,0
27,2023-01-01,62.71,1
27,2023-02-01,61.86,1
27,2023-03-01,55.8,1
27,2023-04-01,51.87,1
27,2023-05-01,61.9,1
27,2023-06-01,49.24,1
27,2023-07-01,54.2,1
27,2023-08-01,49.2,1
28,2022-01-01,90.42,0
28,2022-02-01,105.19,0
28,2022-03-01,113.64,0
28,2022-04-01,99.62,0
28,2022-05-01,119.98,0
28,2022-06-01,106.89,0
28,2022-07-01,94.92,0
28,2022-08-01,106.23,0
28,2022-09-01,115.32,0
28,2022-10-01,119.48,0
28,2022-11-01,114.45,0
28,2022-12-01,119.46,0
28,2023-01-01,107.53,0
28,2023-02-01,110.88,0
28,2023-03-01,107.18,0
28,2023-04-01,113.25,0
28,2023-05-01,120.7,0
28,2023-06-01,119.12,1
28,2023-07-01,123.21,1
28,2023-08-01,115.72,1
29,2022-01-01,89.08,0
29,2022-02-01,88.7,0
29,2022-03-01,85.16,0
29,2022-04-01,72.51,0
29,2022-05-01,68.89,0
29,2022-06-01,91.31,0
29,2022-07-01,76.29,0
29,2022-08-01,73.56,0
29,2022-09-01,70.02,0
29,2022-10-01,74.55,0
29,2022-11-01,85.8,0
29,2022-12-01,68.41,0
29,2023-01-01,57.88,0
29,2023-02-01,59.24,0
29,2023-03-01,66.29,0
29,2023-04-01,51.64,0
29,2023-05-01,60.45,1
29,2023-06-01,34.26,1
29,2023-07-01,48.05,1
29,2023-08-01,52.48,1
30,2022-01-01,70.24,0
30,2022-02-01,60.16,0
30,2022-03-01,74.12,0
30,2022-04-01,65.43,0
30,2022-05-01,64.78,0
30,2022-06-01,66.21,0
30,2022-07-01,70.87,0
30,2022-08-01,63.1,0
30,2022-09-01,71.16,0
30,2022-10-01,74.07,0
30,2022-11-01,78.08,0
30,2022-12-01,73.63,0
30,2023-01-01,66.11,0
30,2023-02-01,74.39,0
30,2023-03-01,68.48,0
30,2023-04-01,68.62,0
30,2023-05-01,67.79,0
30,2023-06-01,65.35,0
30,2023-07-01,72.87,0
30,2023-08-01,82.25,0
31,2022-01-01,69.39,0
31,2022-02-01,80.89,0
31,2022-03-01,78.61,0
31,2022-04-01,86.35,0
31,2022-05-01,69.96,0
31,2022-06-01,91.13,0
31,2022-07-01,85.24,0
31,2022-08-01,77.37,0
31,2022-09-01,76.0,0
31,2022-10-01,73.96,0
31,2022-11-01,77.99,0
31,2022-12-01,76.56,0
31,2023-01-01,79.97,0
31,2023-02-01,76.02,0
31,2023-03-01,84.37,0
31,2023-04-01,78.07,0
31,2023-05-01,76.2,0
31,2023-06-01,82.46,0
31,2023-07-01,69.52,0
31,2023-08-01,79.12,1
32,2022-01-01,52.55,0
32,2022-02-01,58.14,0
32,2022-03-01,47.43,0
32,2022-04-01,58.52,0
32,2022-05-01,52.34,0
32,2022-06-01,51.06,0
32,2022-07-01,57.07,0
32,2022-08-01,55.0,0
32,2022-09-01,49.71,0
32,2022-10-01,58.31,0
32,2022-11-01,44.45,0
32,2022-12-01,54.11,0
32,2023-01-01,53.5,0
32,2023-02-01,47.63,0
32,2023-03-01,50.95,0
32,2023-04-01,41.04,0
32,2023-05-01,53.56,0
32,2023-06-01,46.46,0
32,2023-07-01,43.96,0
32,2023-08-01,52.88,0
33,2022-01-01,57.92,0
33,2022-02-01,65.82,0
33,2022-03-01,55.06,0
33,2022-04-01,65.26,0
33,2022-05-01,54.64,0
33,2022-06-01,58.66,0
33,2022-07-01,55.86,0
33,2022-08-01,48.08,0
33,2022-09-01,52.79,0
33,2022-10-01,53.91,0
33,2022-11-01,50.56,0
33,2022-12-01,41.97,0
33,2023-01-01,59.11,0
33,2023-02-01,48.52,0
33,2023-03-01,42.29,0
33,2023-04-01,55.68,0
33,2023-05-01,48.73,0
33,2023-06-01,36.93,0
33,2023-07-01,36.88,0
33,2023-08-01,40.79,0
34,2022-01-01,101.59,0
34,2022-02-01,115.85,0
34,2022-03-01,125.44,0
34,2022-04-01,117.44,0
34,2022-05-01,110.1,0
34,2022-06-01,116.75,0
34,2022-07-01,124.03,0
34,2022-08-01,123.98,0
34,2022-09-01,107.72,0
34,2022-10-01,117.7,0
34,2022-11-01,113.68,0
34,2022-12-01,120.13,0
34,2023-01-01,117.69,0
34,2023-02-01,100.29,0
34,2023-03-01,113.52,0
34,2023-04-01,117.29,0
34,2023-05-01,107.08,0
34,2023-06-01,120.28,1
34,2023-07-01,107.04,1
34,2023-08-01,111.96,1
35,2022-01-01,67.88,0
35,2022-02-01,71.32,0
35,2022-03-01,61.33,0
35,2022-04-01,69.03,0
35,2022-05-01,64.43,0
35,2022-06-01,70.99,0
35,2022-07-01,71.77,0
35,2022-08-01,72.13,0
35,2022-09-01,69.31,0
35,2022-10-01,82.15,0
35,2022-11-01,66.53,0
35,2022-12-01,66.63,0
35,2023-01-01,80.39,0
35,2023-02-01,70.19,0
35,2023-03-01,69.48,1
35,2023-04-01,84.43,1
35,2023-05-01,78.89,1
35,2023-06-01,72.18,1
35,2023-07-01,76.2,1
35,2023-08-01,84.33,1
36,2022-01-01,52.4,0
36,2022-02-01,54.59,0
36,2022-03-01,49.87,0
36,2022-04-01,51.01,0
36,2022-05-01,54.08,0
36,2022-06-01,58.59,0
36,2022-07-01,53.01,0
36,2022-08-01,57.09,0
36,2022-09-01,55.49,0
36,2022-10-01,59.72,0
36,2022-11-01,51.77,0
36,2022-12-01,79.3,0
36,2023-01-01,57.95,0
36,2023-02-01,61.81,0
36,2023-03-01,60.03,0
36,2023-04-01,71.11,0
36,2023-05-01,66.93,1
36,2023-06-01,63.05,1
36,2023-07-01,75.39,1
36,2023-08-01,77.63,1
37,2022-01-01,44.93,0
37,2022-02-01,41.12,0
37,2022-03-01,40.59,0
37,2022-04-01,40.62,0
37,2022-05-01,42.92,0
37,2022-06-01,38.31,0
37,2022-07-01,47.36,0
37,2022-08-01,34.61,0
37,2022-09-01,37.91,0
37,2022-10-01,35.81,0
37,2022-11-01,45.72,0
37,2022-12-01,38.02,0
37,2023-01-01,42.03,0
37,2023-02-01,27.22,0
37,2023-03-01,36.38,0
37,2023-04-01,39.19,0
37,2023-05-01,33.98,0
37,2023-06-01,38.82,0
37,2023-07-01,29.26,1
37,2023-08-01,39.39,1
38,2022-01-01,75.11,0
38,2022-02-01,89.11,0
38,2022-03-01,90.05,0
38,2022-04-01,74.57,0
38,2022-05-01,75.33,0
38,2022-06-01,76.36,0
38,2022-07-01,68.54,0
38,2022-08-01,71.69,0
38,2022-09-01,71.07,0
38,2022-10-01,72.82,0
38,2022-11-01,78.23,0
38,2022-12-01,80.23,0
38,2023-01-01,89.93,0
38,2023-02-01,71.16,0
38,2023-03-01,85.78,0
38,2023-04-01,76.96,0
38,2023-05-01,78.19,0
38,2023-06-01,83.53,0
38,2023-07-01,70.3,0
38,2023-08-01,81.4,0
39,2022-01-01,121.52,0
39,2022-02-01,136.66,0
39,2022-03-01,111.23,0
39,2022-04-01,110.48,0
39,2022-05-01,108.19,0
39,2022-06-01,107.14,0
39,2022-07-01,104.94,0
39,2022-08-01,117.45,0
39,2022-09-01,117.66,0
39,2022-10-01,100.73,0
39,2022-11-01,97.14,0
39,2022-12-01,105.62,0
39,2023-01-01,96.15,0
39,2023-02-01,103.72,0
39,2023-03-01,98.83,0
39,2023-04-01,84.0,0
39,2023-05-01,106.06,0
39,2023-06-01,106.4,1
39,2023-07-01,86.25,1
39,2023-08-01,86.41,1
40,2022-01-01,114.8,0
40,2022-02-01,110.96,0
40,2022-03-01,107.12,0
40,2022-04-01,122.19,0
40,2022-05-01,114.67,0
40,2022-06-01,118.46,0
40,2022-07-01,123.06,0
40,2022-08-01,120.64,0
40,2022-09-01,122.0,0
40,2022-10-01,130.54,0
40,2022-11-01,125.43,0
40,2022-12-01,131.96,0
40,2023-01-01,130.95,0
40,2023-02-01,143.04,0
40,2023-03-01,132.61,0
40,2023-04-01,135.6,0
40,2023-05-01,140.32,0
40,2023-06-01,134.05,0
40,2023-07-01,130.24,0
40,2023-08-01,132.76,0
41,2022-01-01,57.06,0
41,2022-02-01,58.09,0
41,2022-03-01,47.78,0
41,2022-04-01,51.36,0
41,2022-05-01,46.62,0
41,2022-06-01,43.52,0
41,2022-07-01,42.96,0
41,2022-08-01,46.76,0
41,2022-09-01,45.27,0
41,2022-10-01,44.04,0
41,2022-11-01,40.25,0
41,2022-12-01,40.04,0
41,2023-01-01,42.29,0
41,2023-02-01,31.45,0
41,2023-03-01,36.64,0
41,2023-04-01,35.75,0
41,2023-05-01,37.37,1
41,2023-06-01,27.38,1
41,2023-07-01,38.15,1
41,2023-08-01,31.61,1
42,2022-01-01,55.46,0
42,2022-02-01,40.88,0
42,2022-03-01,50.65,0
42,2022-04-01,52.52,0
42,2022-05-01,49.67,0
42,2022-06-01,48.97,0
42,2022-07-01,49.75,0
42,2022-08-01,53.36,0
42,2022-09-01,42.58,0
42,2022-10-01,58.96,0
42,2022-11-01,51.26,0
42,2022-12-01,55.27,0
42,2023-01-01,57.18,0
42,2023-02-01,52.63,1
42,2023-03-01,55.43,1
42,2023-04-01,45.11,1
42,2023-05-01,61.44,1
42,2023-06-01,63.97,1
42,2023-07-01,48.65,1
42,2023-08-01,56.58,1
43,2022-01-01,126.6,0
43,2022-02-01,119.54,0
43,2022-03-01,122.56,0
43,2022-04-01,114.78,0
43,2022-05-01,112.79,0
43,2022-06-01,119.64,0
43,2022-07-01,117.26,0
43,2022-08-01,115.48,0
43,2022-09-01,111.6,0
43,2022-10-01,120.76,0
43,2022-11-01,105.95,0
43,2022-12-01,104.86,0
43,2023-01-01,115.18,0
43,2023-02-01,113.95,0
43,2023-03-01,110.5,0
43,2023-04-01,106.33,0
43,2023-05-01,109.69,0
43,2023-06-01,115.3,0
43,2023-07-01,118.68,1
43,2023-08-01,95.95,1
44,2022-01-01,54.71,0
44,2022-02-01,52.6,0
44,2022-03-01,51.59,0
44,2022-04-01,52.28,0
44,2022-05-01,46.68,0
44,2022-06-01,46.76,0
44,2022-07-01,42.32,0
44,2022-08-01,45.92,0
44,2022-09-01,36.92,0
44,2022-10-01,43.8,0
44,2022-11-01,35.75,0
44,2022-12-01,29.26,0
44,2023-01-01,32.96,0
44,2023-02-01,28.48,0
44,2023-03-01,32.05,0
44,2023-04-01,25.21,0
44,2023-05-01,24.23,0
44,2023-06-01,17.56,0
44,2023-07-01,20.84,0
44,2023-08-01,12.34,1
45,2022-01-01,94.09,0
45,2022-02-01,92.15,0
45,2022-03-01,83.24,0
45,2022-04-01,84.31,0
45,2022-05-01,73.13,0
45,2022-06-01,80.75,0
45,2022-07-01,87.66,0
45,2022-08-01,74.39,0
45,2022-09-01,83.96,0
45,2022-10-01,76.59,0
45,2022-11-01,65.7,0
45,2022-12-01,66.17,0
45,2023-01-01,77.95,1
45,2023-02-01,74.25,1
45,2023-03-01,69.99,1
45,2023-04-01,66.23,1
45,2023-05-01,68.03,1
45,2023-06-01,71.03,1
45,2023-07-01,73.56,1
45,2023-08-01,72.53,1
46,2022-01-01,59.42,0
46,2022-02-01,73.57,0
46,2022-03-01,67.27,0
46,2022-04-01,74.98,0
46,2022-05-01,67.34,0
46,2022-06-01,80.3,0
46,2022-07-01,74.46,0
46,2022-08-01,89.48,0
46,2022-09-01,70.97,0
46,2022-10-01,76.66,0
46,2022-11-01,68.33,0
46,2022-12-01,73.46,0
46,2023-01-01,83.58,0
46,2023-02-01,88.77,0
46,2023-03-01,104.22,0
46,2023-04-01,81.77,0
46,2023-05-01,76.54,0
46,2023-06-01,90.83,0
46,2023-07-01,77.52,0
46,2023-08-01,91.85,0
47,2022-01-01,93.36,0
47,2022-02-01,93.32,0
47,2022-03-01,89.71,0
47,2022-04-01,89.37,0
47,2022-05-01,86.78,0
47,2022-06-01,86.61,0
47,2022-07-01,83.91,0
47,2022-08-01,81.36,0
47,2022-09-01,86.52,0
47,2022-10-01,75.61,0
