customer_id,signup_year,signup_month,days_since_signup,tenure_months,avg_monthly_spend,purchase_frequency,discount_sensitivity,returns_rate,email_open_rate,ad_click_rate,loyalty_score,support_tickets,churn_risk_score,credit_score_proxy,customer_lifetime_value
26,2021,7,1204.5095825222975,41,190.83653051116426,5,0.22798010921817105,0.03784645881923648,0.8269554783652016,0.23596543301559844,0.5147250795256074,0,0.42903765689155654,691.3440499980348,12994.236966717654
27,2021,12,1119.199892328261,37,58.17123410390859,5,0.07473286862956659,0.08862826023146467,0.09092241216333864,0.07057662508044124,0.34103416819869714,0,0.718911865626488,680.4911889947767,1830.600552134571
28,2017,10,2734.505713139387,90,30.880616929998897,6,0.27476414852951814,0.08597964436885189,0.24590078884587116,0.1464210152734339,0.3226416302789516,1,1.0,629.7090061413458,1949.9677611586903
29,2023,2,760.0269861930439,26,54.509589419889494,5,0.6033242470312082,0.220038415322045,0.11983303258997495,0.22332518560126105,0.44094542256829117,3,0.71469094033749,647.5034661944327,401.3344516202176
30,2019,11,1840.272508158953,62,37.03275848731665,5,0.03423069001464126,0.1506516971203323,0.07857461577450843,0.09479053906269537,0.3644803725321252,1,0.6913634642861382,725.2437878382987,2979.2166370953087
31,2020,4,1783.6559786099597,60,317.57743471771664,5,0.4863601532905345,0.060172860707642425,0.19157273331987296,0.15747101711257086,0.41671318192959317,2,0.6165161337016124,658.4014188362761,20775.227257479568
32,2016,2,3227.8083717098043,107,98.47340448480209,5,0.5274313005073105,0.10344355060494823,0.5210065132482556,0.059848944995671796,0.4903998779927409,1,0.37806245098829,653.7387409667795,14536.283277831692
33,2019,6,2135.687714257272,71,246.0399268028218,5,0.1526834742852732,0.16054978778666296,0.44090951584909194,0.17475867415037985,0.5653722555532703,5,0.6652621673743504,701.5273702601806,16101.317109793548
34,2017,8,2601.2845533832074,88,87.1295117099479,4,0.44171769777902764,0.031137420912288515,0.5620777730759515,0.16251707200308982,0.49725887278045977,1,0.45688427359140826,634.0305245001069,7634.710968774349
35,2021,10,1146.8189224703387,38,168.950306248709,7,0.5083247510813673,0.16259358225870055,0.5503619801004643,0.013159875035967822,0.44188483058707373,2,0.4681445090577387,543.4428623819144,8717.746785843796
36,2020,4,1674.9617013425768,56,234.42205261300043,4,0.0750937866036849,0.0015101955980390768,0.4351391931332505,0.2591471831889053,0.32602590183052665,1,0.7117193977079059,653.6018310555394,12152.910746059477
37,2019,5,2037.7544826269966,68,136.99908292914267,3,0.20407733562221053,0.05914567975837353,0.5343846809274384,0.032845244337724955,0.5427247451410546,0,0.6936212324174104,722.5240224975632,7043.343185886884
38,2016,4,3133.2595980711776,105,198.9181432757557,1,0.3682897066170296,0.02701840380705482,0.19726909004724374,0.09919241970619325,0.17356176212274654,0,0.7942608413192346,638.539595451621,11802.867684646808
39,2016,3,3246.9651644302826,108,175.3934255914881,6,0.6547702618846819,0.1181989765049119,0.45505294096949306,0.01948529160608025,0.5892068734095002,0,0.5812113589901631,676.6958997771119,22068.68528008018
40,2018,5,2511.009165606139,83,292.1679556996913,3,0.3253774712701802,0.11179802222746674,0.49809561260994734,0.03148978196809525,0.47178975343736873,2,0.5846792198553264,588.7226401166143,21580.097231222393
41,2018,9,2357.1606726533505,79,252.05837251777052,5,0.519727246284453,0.03014594172663479,0.24793833692081566,0.025834494638665613,0.21148730238234018,2,0.7392482864939892,684.6947170069659,19231.558987276676
42,2022,8,896.3508793812616,31,149.48565210326075,3,0.37977029534253093,0.21379479596759263,0.2746748380679301,0.14163136044411523,0.18587246228089188,1,0.8836981312424042,544.2086634922675,3141.7666245859587
43,2017,8,2723.937713569666,91,204.78147222879258,4,0.6094648980982281,0.0391437126658227,0.7309845404440727,0.10035080607178845,0.4122613934498412,5,0.5655435303130514,568.2484783442312,18559.614787927225
44,2023,8,495.12573457204456,16,74.52918443347164,7,0.22824888878457866,0.07137209212845896,0.6440658136871351,0.024383115000302713,0.58303044019607,2,0.4871298392797976,613.7429534042451,1462.3999692832513
45,2019,12,1881.5793930827501,63,87.04129849198858,9,0.4633270537604415,0.18730564644990902,0.19561755824670832,0.026529320603134447,0.2800698306757696,0,0.8056782200629753,697.9854217130284,6370.026122051678
46,2019,8,1920.0490207767969,65,205.2212600167468,6,0.14487607463575536,0.08860654812668226,0.4071120169342791,0.00998653175792887,0.4474621764250952,0,0.7417478991604429,662.8956767169556,13633.82305921262
47,2023,7,585.2648569783876,19,258.09336518068085,3,0.2366881722784666,0.3503636686819211,0.4431929916749591,0.01832809794700524,0.48058085980521814,1,0.7434982434054533,680.6037842849983,2221.0497091002508
48,2022,8,898.3069629399663,29,136.78393694505107,1,0.2805845711731052,0.009670289996973447,0.4718983268171833,0.021750021444938917,0.2147772274804529,0,0.8112960656311123,585.5594008714183,849.4969540412633
49,2021,11,1200.4003110022186,40,197.95510503392094,4,0.2512033446487071,0.08973404293602502,0.03455768725908464,0.3250554284706782,0.19785600543298798,3,0.7014011428666141,485.7703541834996,6755.332332904546
50,2021,8,1287.884182800368,44,140.54080620182734,4,0.22607447159522026,0.16263772096648985,0.16137365999431433,0.15765213692172073,0.2772400125276324,1,0.7391589154791486,586.4629188080742,7017.472001337592
51,2022,8,863.6433891596091,29,307.3239213677287,6,0.2635563992036386,0.0855887350276154,0.7984484921191487,0.1801096156783683,0.6097532443950993,2,0.37173341164953233,660.4294356580615,12979.95249058944
52,2021,12,1203.0307776165055,40,278.0207949567,3,0.36959061626327244,0.14172316248712352,0.5920131444938154,0.0689142838088088,0.5211968238098933,2,0.7127238018182278,580.0742582366463,8283.246625786134
53,2018,10,2233.8057338549656,75,174.75413638830904,3,0.20627829172925208,0.12502094950526527,0.40952812686581475,0.057906374634134596,0.3289673013537447,0,0.7417928941158677,644.6253603579586,9227.037027047903
54,2019,7,2081.6674446254283,69,283.3592918474347,3,0.5950662690290749,0.14942548689350765,0.7204592630997896,0.12929110705006686,0.5341433911305911,0,0.6685553271148869,584.600658721822,16522.94433529597
55,2022,12,851.850777702004,29,93.63361596207622,8,0.29883203463590713,0.07421728273235997,0.22524401749558184,0.012879052174539512,0.29979798265850793,0,0.8067505074293855,738.4856039316672,3624.7028555578772
56,2019,1,2160.5125534480403,72,113.90393385648204,6,0.22131180484742508,0.2649506932845071,0.15065375316965002,0.0060142843646020855,0.2690139234441663,1,0.584583660778165,720.6179504024129,8832.539947142808
57,2023,4,715.4335583132328,24,44.66165531722992,7,0.27536162279499704,0.05479304910440805,0.18043675423534877,0.2552960608436417,0.48292669537554567,1,0.49135427470747906,585.8038433647496,1105.181849288044
58,2016,4,3192.3170959630015,106,84.13939663913234,3,0.1409737022340632,0.08766633415692016,0.006454409933377016,0.2082115362213984,0.1637082697038707,2,0.8917950110814673,619.576809145364,5306.988653994498
59,2018,5,2369.7146164481087,79,72.12681017038189,3,0.22460108044275112,0.11643706294441152,0.5184543224069045,0.14140579262260491,0.28688194595423805,0,0.42426064739836417,741.8634177784943,7245.781370560199
60,2020,10,1526.0701659984147,51,64.49036101818126,7,0.17999206556627684,0.051008061214488566,0.2961145852908804,0.029283149038250147,0.3465342635921663,2,0.5082004068070244,718.2834091015073,4604.801126317437
61,2018,6,2383.9426951953214,80,376.2091479626539,6,0.09701715198942559,0.1660660179225751,0.46579513847863496,0.3106891188068144,0.46094543553120015,1,0.854053917571928,666.304583004591,27148.39317915288
62,2022,4,960.6953802918654,32,225.75390332583098,2,0.4968009647020563,0.14980668121512725,0.260551680912589,0.23577122786818272,0.4231130470137714,1,0.7392146544585163,666.1598122854648,3453.9731353674074
63,2020,2,1764.795849972821,59,208.77169437951284,2,0.43770931172516114,0.06810882098265719,0.19226882938157383,0.13066199128611675,0.11894602784704003,2,0.9738879272598466,628.4802308130336,7432.848970650923
64,2016,6,3102.5893948754397,104,94.55964416402203,4,0.37181933096877995,0.38598214601338116,0.303678749190066,0.1659092461578486,0.24971461089219865,3,0.7765095474686955,759.8174330662443,6006.758545494694
65,2022,8,903.1898204883687,30,74.96272427609982,4,0.09416790036530306,0.045710540134017846,0.2698318583667676,0.032132703962268354,0.42492474637381356,2,0.7435581863083048,692.367658277709,2503.46255957721
66,2017,8,2797.279426801122,93,74.71947601602297,2,0.2872688766882223,0.09605390171317944,0.6846031423884895,0.01607708165975186,0.3965591334637432,2,0.7565789442838803,677.2053582974576,3325.6054996135017
67,2019,7,2003.2318555588638,67,38.530609370831066,5,0.12608695995168676,0.05992944152060662,0.06694223169633742,0.1266938182551204,0.19952089202752749,2,0.9738570357365839,624.3878836788014,1951.1116458355732
68,2016,6,3228.631384621275,107,187.7262124971922,5,0.18485942234871336,0.07271517191601333,0.23081188263741514,0.23731040711514972,0.35717815254837043,1,0.7203523185202287,713.6321730850105,19504.69367329283
69,2019,2,2195.2794861887232,73,105.91133815978077,5,0.6066211025187429,0.1864307603094166,0.08185479655205309,0.09952519471244774,0.35304964148666995,3,0.9217840607735412,574.8997167211074,6292.684020994488
70,2021,7,1324.3229222628272,45,61.470877954962624,6,0.44916662829548837,0.09391744017083775,0.053380681109952484,0.10738927662755468,0.34299978896417904,1,0.7362520306242418,646.5585922527073,2581.438905438715
71,2017,11,2576.747879898274,85,78.9706292835507,3,0.24941761706162294,0.38593263912496345,0.2620052824483698,0.021168382930238063,0.32556352138360234,2,0.5075289140605619,663.2359134461757,5028.417629383222
72,2017,12,2655.3397586276005,88,125.38436532245836,8,0.13365234647334484,0.11081741883718466,0.17804150592775023,0.357010787150041,0.24413626742114247,0,0.8078630858925954,581.314542118827,13683.505870550942
73,2016,5,3230.0366242252308,107,200.92125992536978,2,0.2697212602397788,0.03455886794917426,0.07853268139886048,0.341306541335332,0.09107139860202362,0,0.9751958404068478,640.1636720728538,11198.636818887651
74,2017,6,2858.010059137255,95,102.68069329425096,6,0.6643403118097178,0.17403696205728486,0.2737419343455993,0.0411383748734071,0.26552582007571446,1,0.8717333282205401,645.0224996387499,7944.451026896743
75,2020,10,1573.2454571894596,54,253.44759589054405,6,0.5050227326046282,0.12953123802621389,0.10106789755689953,0.01560425399409019,0.2998213517023314,1,0.8697496209697134,526.3468814685205,11784.52505561909
76,2017,8,2721.8523718251367,90,275.6793372332228,3,0.05532366152753055,0.12480890751699769,0.2901279785830674,0.09438610666663232,0.31220392224706506,2,0.6843984382647441,692.5210209258503,19662.64445289897
77,2019,8,2071.2157536663995,69,286.8007301721904,4,0.2944448644985789,0.17237950263069848,0.6210865817211604,0.03428562182993457,0.5998735481408115,1,0.43239343093530047,656.799770775271,22293.562763991384
78,2019,3,2197.0643836366157,73,107.9368936317586,2,0.5192709503411377,0.009099442998174731,0.45017391170273385,0.05995603218936827,0.33467121507808084,0,0.7911256194858802,719.4231055003502,6180.931187989436
79,2022,12,880.8076809554733,29,143.91450228887004,4,0.30431777780260155,0.11474806242165494,0.4833462052624145,0.14648178501887982,0.3523133034888098,0,0.6555958331607769,480.832939613794,2685.60402586102
80,2019,12,1928.7255422528913,63,88.88003467721597,2,0.4899202942601775,0.18841026834714233,0.2677208009121718,0.05007522252570386,0.19777650337425362,0,0.8752301286747506,669.8925399409827,2321.777280771008
81,2022,7,1009.0755263106779,34,114.96858410557637,8,0.6696238199325257,0.10707878091140784,0.683693715786034,0.024356841232010852,0.67296908843568,2,0.43010432493596895,598.1303780072731,6350.818747615834
82,2019,1,2149.591940195211,72,98.46584295312712,7,0.33060009538595786,0.24645189993293884,0.6281573232945014,0.0933058930861669,0.5895217608953631,0,0.5619825220457698,673.4782018532958,8991.005396663473
83,2020,1,1812.9793095658088,61,63.382047131933064,6,0.4550763646011065,0.032157162368196164,0.5314138423412215,0.013369986392879066,0.5479036403327286,1,0.5418063537773864,551.1494086596615,4716.990880248148
84,2023,7,488.60114897209763,17,136.64872771476084,6,0.2408767338221941,0.36322447730069407,0.2729333007209914,0.14820560456644005,0.45366604013349104,1,0.7149730333854065,695.8347535997598,2337.3930750915765
85,2022,10,788.9693753283061,27,122.86427180080246,5,0.039830028357927594,0.22732105658960364,0.4518929926916284,0.3441288335553246,0.29848866876525615,1,0.6996489846708017,648.241120393979,3512.4399074324483
86,2018,9,2242.9647050745916,76,183.79351359695227,5,0.5224318562061252,0.07026336375536194,0.4057149313424924,0.24663790000139973,0.552285333272887,2,0.5971714414852818,671.8366412821183,16229.475683314125
87,2021,7,1268.5331162118496,42,186.23487424944588,3,0.11357246411674783,0.049702436713993735,0.8255816027103534,0.04325897335027401,0.4837924534844903,3,0.45532981467583616,598.2356714463756,6673.0461678363135
88,2016,10,3099.7561312952416,102,126.72508839976766,4,0.2773234863215224,0.04333762559343136,0.35517155506928916,0.018245707326684887,0.293528416634653,3,0.7634606237580447,571.4726036835673,8387.293162530787
89,2019,5,2201.0314864364045,72,170.8788008523573,4,0.3441644840276212,0.14585090973754997,0.7499164820235199,0.24051358564759598,0.42589312508304994,1,0.57031242395574,622.6166873207427,11907.650658143695
90,2017,8,2772.95263751916,93,115.36619618062682,5,0.22092973962669535,0.04639046038235421,0.33769172270272235,0.08911919007977685,0.3496753831757523,2,0.7647979118646246,600.5506419262736,9040.028207468742
91,2023,2,774.5569124472153,26,77.13919532687024,7,0.19417505442370767,0.09127276320752802,0.43057587707973927,0.08425815162103999,0.3199836998762076,1,0.6215025923910221,604.017846192544,2261.230941644234
92,2019,9,1974.666843609016,65,67.81227210449991,7,0.32712253145119935,0.11985851139035064,0.04235234192144913,0.09851397778088886,0.2923718267579837,0,0.904393349140815,743.4157902955885,2757.0544001499716
93,2017,6,2828.6469392841555,94,84.94121204382199,2,0.37349006621855013,0.0756692658363089,0.1533812067660651,0.19475874514101144,0.2300821745737594,2,0.8007644897037162,680.4561396816057,3496.406685289733
94,2021,9,1292.6903134318923,43,127.92954496398485,3,0.3920830742431406,0.09521084621721192,0.6649634873413498,0.08164925067537764,0.3370569213270304,0,0.5433382000550613,613.2562614587453,5842.684529868512
95,2021,2,1494.8653084231487,50,196.1539799978398,2,0.2531895864268212,0.0360763563028835,0.18456641288933887,0.038961039956915,0.31274143060138127,2,0.7097605994055477,611.8383312012445,5764.02999520225
96,2021,3,1433.5660288988643,47,54.02324496840553,2,0.21152702453587283,0.18679321403901217,0.12548646420323883,0.06407902089711649,0.203033115247333,1,0.9495430058751017,628.4625239375226,1654.1422217790855
97,2017,12,2558.5389808258706,86,70.24362152314932,7,0.43558984850509236,0.08853599077755789,0.15545296558825547,0.17147763540824015,0.47397168551245106,2,0.7192734458296368,681.0313950234096,7069.680966666148
98,2019,8,2019.6175013089194,67,349.5497147542711,10,0.0649780199605857,0.18945833849686838,0.7009316275637683,0.07768012503071654,0.6498613568286264,1,0.5167497237655888,636.7196850465265,38802.127428173684
99,2021,1,1506.8986768504521,50,81.11551542999592,5,0.259024244717081,0.14292022220893275,0.5679488005467445,0.1353378402626323,0.36359535478288735,1,0.560491175337386,585.1253722401584,3507.8285422862173
100,2020,10,1590.867439133667,53,267.232240638113,6,0.6047165290462857,0.07780928034968082,0.4497947614149184,0.11714614113713655,0.46646009933688737,1,0.5439634141179504,517.1125188054245,18633.715836170715
101,2022,7,975.7545931486717,32,81.54880464723911,3,0.27845606695560815,0.13083142441742493,0.3596590754348572,0.10084325893282262,0.3942177535700433,1,0.444146661771529,633.9819554682589,3621.728989766493
102,2017,7,2820.674745898656,94,76.03973702713026,3,0.39754950110163506,0.20878809734724962,0.29851034534516374,0.07461671528639519,0.41479140087554284,2,0.6187204386559653,661.3026951838232,7960.369318060101
103,2017,1,2869.309448201251,96,276.49891111104444,3,0.2962280413041331,0.20515285225195107,0.7760297733572269,0.049963664659161966,0.38804196688355636,3,0.44479056930226446,689.3274556806225,26699.88657078975
104,2019,9,1921.8502261796427,64,49.682711709099095,3,0.4686548488175349,0.07291558688851153,0.21158373325721927,0.23076521446318965,0.2314722668867592,1,0.6888190961327274,613.6011744077089,3433.0591415635295
105,2017,8,2698.1579266072436,91,134.30217793601517,2,0.11383243503221045,0.283513287062496,0.4576800236122448,0.10249891996124955,0.24770164432793795,3,0.8460524767612214,702.9153693449435,5576.354833175235
106,2017,4,2862.2542946239314,95,62.34429023234533,4,0.10627369169742582,0.10546859142547241,0.5367301308021363,0.004477047783368406,0.45501286131180213,0,0.5606932550434547,626.6775342118017,6953.196785443414
107,2021,10,1157.3645850699916,38,106.77276517814407,5,0.07796879059120396,0.3039378451188179,0.47206648530765005,0.3672460240254665,0.5144851749026065,4,0.5656909425619078,706.5377479352774,2704.5098374626705
108,2019,11,1846.867709371077,62,45.54135420395676,3,0.18348330779898978,0.14244499484104997,0.20281773039677198,0.13077852851943006,0.41363539456453624,2,0.6672488202873069,741.6906983026234,770.8810866148917
109,2021,5,1272.1097755676346,43,122.43770104562489,3,0.041291115720305714,0.09453045659082632,0.5272937075701598,0.2690194108886687,0.40895591678776855,2,0.5708556652303028,704.5419638400183,5546.511098125678
110,2022,2,1007.6049668665784,34,51.49329762378848,3,0.22744170091674298,0.12227578704829431,0.6514378837565071,0.01947537775448659,0.3733656663969998,1,0.5116796168665212,656.4394914892783,2811.0195245759596
111,2023,9,568.7395404524021,19,235.49612722531376,6,0.3041915922808789,0.026199257526907434,0.1770949797682228,0.06965284798651977,0.45917923104268354,2,0.8175739714292082,773.003444564336,4575.797082067705
112,2022,12,874.3177191607119,29,28.01885643187336,2,0.3571914028115811,0.07991183746379657,0.2036506540561697,0.24800527971437536,0.12996915885460916,1,0.9628162074944588,606.8506740872128,100.0
113,2023,12,452.3098388778016,14,107.57507560101192,3,0.4326433236003764,0.1564618588874256,0.4916123531049025,0.0898193723897608,0.3428754029572021,0,0.670321500399425,608.6286729348826,3105.428462246303
114,2021,6,1319.7818203222232,43,57.030758080586395,1,0.15009517953568557,0.0015016256435848522,0.4349140104634132,0.03703344274702065,0.23414170904873846,1,0.7347732399089182,633.6575419740283,457.57567638413366
115,2022,3,1096.6308533014508,36,38.803056877937,2,0.17623770186607893,0.05681610550302891,0.12615664815907807,0.09394090126213103,0.37851401285582764,1,0.9264678177288863,533.5633633547845,413.8489895329786
116,2019,12,1892.4252132469837,63,64.67081555389436,2,0.5226716909891059,0.06857112360283564,0.4000926359231025,0.10266239401810939,0.2965942059187243,1,0.7081955534674921,664.9432325295469,4195.463758235826
117,2016,7,3071.461518278008,103,194.2504686411434,2,0.5718203584680335,0.2493026920277043,0.4728002120481164,0.08154718722587659,0.3105175696418698,0,0.7902637671819056,683.1561036424616,12832.279571569794
118,2021,9,1233.5927446684252,40,74.4491587902682,4,0.16374081808955568,0.22303478025299753,0.3376790672479692,0.0804997675013475,0.2763942465273148,0,0.8931051338042979,657.3009796383043,2167.7172733653124
119,2023,3,715.0471573863538,24,79.93376307212475,5,0.03554548039131275,0.09583547321019525,0.6597768391867719,0.04352451114032518,0.46947026869217223,1,0.6040381719475921,581.2945073337905,2122.247615934749
120,2020,2,1835.627482678705,61,272.20542196881803,6,0.3928562832322523,0.011505740452199842,0.0722541443896993,0.11488900398406532,0.3453209203881658,1,0.7511125865551522,664.8356031174447,17925.270568677253
121,2023,7,642.5470477708873,21,50.98964715127734,3,0.13278293832390078,0.05800867085692926,0.47044130310313353,0.030019068476003885,0.34854993447790383,0,0.6080841716965171,630.1150563832541,733.872941268773
122,2020,7,1591.2319171074535,53,162.69553391072319,4,0.32717886177322986,0.11213640482379612,0.11378777778507473,0.23882888930846094,0.1787609800431668,0,0.9296043406598669,573.1837298427998,6073.343143144186
123,2017,4,2873.0219469089766,95,210.8434855616298,5,0.27928673970600565,0.03751620969017229,0.46992952678026034,0.06538641445834299,0.40943701337118044,2,0.4891641865540875,636.8284476102776,25133.002961370566
124,2022,11,909.1078388820504,30,172.4303940585132,2,0.15229104059566595,0.003214706277212398,0.5361494999840785,0.23600323664724,0.31413289222159574,0,0.718103490739353,642.8970865153865,4517.035166428963
125,2020,9,1579.7727704427853,52,42.116407034999966,6,0.1759537678333229,0.32576402692718,0.09538329606075528,0.043392656034323115,0.1660157696043763,2,0.841501621760503,743.2995567061554,990.4212097499295
126,2023,8,638.9469111861267,21,77.42473793951359,8,0.4002093917974667,0.214613523552345,0.5190197766798007,0.016478242794192036,0.5136408425085246,0,0.5619494218000082,627.1697064118194,4015.3996411698035
127,2017,1,2909.2420067556286,97,99.44077448481339,4,0.362772689787781,0.025718015413421766,0.05366424886267927,0.09144095266060728,0.2676505802837686,0,0.7245871959653315,632.6455258782178,8464.791438636086
128,2016,1,3331.4837122304434,111,200.7045473134659,5,0.23848968912147941,0.13540565807500568,0.21982771274973642,0.06328000679297008,0.2978958994291423,1,0.9157876760708495,579.9857690120126,16166.89309999908
129,2019,5,2038.75519043352,68,205.8158959044806,4,0.15617356103478564,0.08773410295172658,0.19150755810609946,0.18714040920952055,0.21046012202436626,1,0.9091277181958776,616.0102645992561,9625.663002635503
130,2019,6,2074.314283631411,70,49.23571062694759,5,0.453895091175787,0.027752983990272227,0.450251005932256,0.051462772873740494,0.34623393791596757,1,0.6480954122308746,647.5903348917842,5108.258463585362
131,2019,3,2049.9836107803276,69,240.19813194054387,6,0.35483674894622314,0.21071199875045638,0.7233051606887281,0.024251218350602375,0.5722231849961058,4,0.415872042977328,722.3924124887991,19754.741214607406
132,2020,9,1634.8109507164736,54,159.18481224310554,5,0.32335167173417134,0.0396089999771171,0.5695810433333535,0.06134657033158665,0.42331805450390725,1,0.7400615015353901,669.2461990859807,9615.377111557982
133,2016,12,2884.812574500681,97,24.95193173715539,8,0.37166298507837014,0.058666379006152576,0.022428661945837376,0.04785840563456605,0.3206219518424218,1,0.856157196698638,685.1734642648058,3154.828680052242
134,2020,10,1551.9155341924964,52,62.91831169854226,4,0.07918987511424588,0.05127393517035466,0.4523327273646443,0.051562255540263405,0.5521217680539765,0,0.8197126602514381,673.8389164248456,483.55966060809806
135,2022,6,878.9979286106667,30,95.01626723675113,7,0.38298270533294027,0.10656709151768018,0.7374448541251964,0.1018256581862034,0.4928654791476573,0,0.6707432986036193,828.6142214320741,4016.701432549043
136,2020,4,1670.8456210392237,56,194.97597385148765,7,0.5177809155035229,0.012212401806932326,0.1787916717459959,0.011333897221797088,0.46269304479769796,2,0.6761928201631028,618.8484594092986,12385.732034277993
137,2016,12,2996.8946139179247,100,148.22868755744037,7,0.21862909379069892,0.05907677926780454,0.7041200686294908,0.20688195312196125,0.6133296002992399,3,0.3404513249158725,727.5797635227552,23556.70467001062
138,2016,7,3021.8753248326707,101,160.4278326316012,7,0.23080815011537154,0.09985207339665647,0.5888898382454517,0.06993951804133859,0.5853641188254215,1,0.6300883798760837,649.5997045884509,20657.254990129666
