customer_id,snapshot_date,avg_monthly_usage,support_tickets,satisfaction_level,churn
3.0,2022-01-01,76.37,0,3.77,0
3.0,2022-02-01,69.12,0,3.99,0
3.0,2022-03-01,59.61,0,4.11,0
3.0,2022-04-01,58.9,0,3.64,0
3.0,2022-05-01,52.74,0,3.77,0
3.0,2022-06-01,72.43,1,4.18,0
3.0,2022-07-01,84.33,0,4.02,0
3.0,2022-08-01,85.76,0,4.55,0
3.0,2022-09-01,85.98,0,3.64,0
3.0,2022-10-01,64.81,1,3.24,0
3.0,2022-11-01,64.35,0,4.03,0
3.0,2022-12-01,66.88,0,4.18,0
3.0,2023-01-01,62.66,1,4.1,0
3.0,2023-02-01,57.22,1,3.65,0
3.0,2023-03-01,64.18,1,3.2,0
3.0,2023-04-01,65.18,1,3.37,0
3.0,2023-05-01,63.2,1,3.78,0
3.0,2023-06-01,62.02,0,3.84,0
4.0,2022-01-01,49.74,2,1.86,0
4.0,2022-02-01,44.61,0,2.22,0
4.0,2022-03-01,50.32,0,2.2,0
4.0,2022-04-01,46.84,0,2.58,0
4.0,2022-05-01,42.12,2,2.58,0
4.0,2022-06-01,45.81,0,2.57,0
4.0,2022-07-01,39.5,1,2.27,0
4.0,2022-08-01,30.0,0,2.51,0
4.0,2022-09-01,36.95,0,2.28,0
4.0,2022-10-01,41.93,1,2.31,0
4.0,2022-11-01,45.59,0,2.84,0
4.0,2022-12-01,50.96,2,2.28,0
4.0,2023-01-01,44.6,0,2.23,0
4.0,2023-02-01,41.55,0,2.83,0
4.0,2023-03-01,42.87,0,1.99,0
4.0,2023-04-01,31.86,0,2.53,0
4.0,2023-05-01,24.89,0,2.58,0
4.0,2023-06-01,30.14,0,2.48,0
5.0,2022-01-01,60.28,2,2.16,0
5.0,2022-02-01,63.53,0,2.75,0
5.0,2022-03-01,65.61,0,2.68,0
5.0,2022-04-01,60.58,0,2.11,0
5.0,2022-05-01,61.25,1,2.89,0
5.0,2022-06-01,63.13,0,2.21,0
5.0,2022-07-01,64.28,0,3.21,0
5.0,2022-08-01,63.98,0,2.7,0
5.0,2022-09-01,62.14,0,2.27,0
5.0,2022-10-01,55.84,0,2.64,0
5.0,2022-11-01,60.66,1,2.83,0
5.0,2022-12-01,54.93,1,3.1,0
5.0,2023-01-01,48.18,1,3.53,0
5.0,2023-02-01,53.52,1,2.82,0
5.0,2023-03-01,45.2,1,2.8,0
5.0,2023-04-01,46.05,0,2.7,0
5.0,2023-05-01,45.93,0,2.99,0
5.0,2023-06-01,47.95,1,2.98,0
6.0,2022-01-01,82.34,0,3.87,0
6.0,2022-02-01,83.39,1,4.05,0
6.0,2022-03-01,82.54,0,4.12,0
6.0,2022-04-01,87.09,1,3.88,0
6.0,2022-05-01,81.71,0,4.14,0
6.0,2022-06-01,77.51,0,4.46,0
6.0,2022-07-01,75.33,0,3.86,0
6.0,2022-08-01,73.85,1,3.88,0
6.0,2022-09-01,69.15,1,3.86,0
6.0,2022-10-01,69.2,1,4.25,0
6.0,2022-11-01,70.59,2,3.7,0
6.0,2022-12-01,65.61,1,3.27,0
6.0,2023-01-01,62.73,1,3.23,0
6.0,2023-02-01,63.65,0,4.0,0
6.0,2023-03-01,62.74,0,3.58,0
6.0,2023-04-01,62.01,1,3.68,0
6.0,2023-05-01,54.36,0,3.88,0
6.0,2023-06-01,53.47,0,3.95,0
7.0,2022-01-01,70.44,0,3.71,0
7.0,2022-02-01,85.29,2,3.89,0
7.0,2022-03-01,77.26,1,3.43,0
7.0,2022-04-01,96.0,0,3.51,0
7.0,2022-05-01,101.03,0,4.18,0
7.0,2022-06-01,106.15,0,4.39,0
7.0,2022-07-01,102.43,0,3.93,0
7.0,2022-08-01,106.84,0,3.76,0
7.0,2022-09-01,97.3,0,3.9,0
7.0,2022-10-01,109.21,0,3.34,0
7.0,2022-11-01,104.96,2,3.68,0
7.0,2022-12-01,83.28,0,3.44,0
7.0,2023-01-01,81.21,1,3.67,0
7.0,2023-02-01,82.31,0,3.98,0
7.0,2023-03-01,82.78,0,3.7,0
7.0,2023-04-01,71.2,1,3.4,0
7.0,2023-05-01,64.05,0,3.81,0
7.0,2023-06-01,68.96,0,3.69,0
8.0,2022-01-01,57.46,1,4.45,0
8.0,2022-02-01,43.4,0,4.62,0
8.0,2022-03-01,22.83,0,4.54,0
8.0,2022-04-01,27.59,0,5.0,0
8.0,2022-05-01,37.0,0,4.34,0
8.0,2022-06-01,35.78,0,4.48,0
8.0,2022-07-01,27.61,0,4.96,0
8.0,2022-08-01,38.71,0,4.69,0
8.0,2022-09-01,29.38,0,4.2,0
8.0,2022-10-01,27.17,0,4.25,0
8.0,2022-11-01,16.79,0,4.58,0
8.0,2022-12-01,20.44,0,4.14,0
8.0,2023-01-01,12.63,0,4.53,0
8.0,2023-02-01,22.55,0,4.77,0
8.0,2023-03-01,28.87,0,3.88,0
8.0,2023-04-01,26.89,0,4.98,0
8.0,2023-05-01,16.02,0,5.0,0
8.0,2023-06-01,24.12,0,4.37,0
9.0,2022-01-01,70.3,0,3.89,0
9.0,2022-02-01,87.49,0,3.93,0
9.0,2022-03-01,76.36,0,4.23,0
9.0,2022-04-01,83.21,0,4.14,0
9.0,2022-05-01,93.75,0,3.89,0
9.0,2022-06-01,104.29,0,3.52,0
9.0,2022-07-01,112.9,0,3.49,0
9.0,2022-08-01,123.63,0,4.25,0
9.0,2022-09-01,111.35,0,3.79,0
9.0,2022-10-01,101.9,0,3.81,0
9.0,2022-11-01,105.22,1,4.17,0
9.0,2022-12-01,95.31,0,3.65,0
9.0,2023-01-01,92.87,0,3.86,0
9.0,2023-02-01,80.34,0,3.45,0
9.0,2023-03-01,73.95,0,4.28,0
9.0,2023-04-01,76.11,0,3.74,0
9.0,2023-05-01,67.07,0,4.02,0
9.0,2023-06-01,47.55,1,3.55,0
10.0,2022-01-01,54.72,0,4.62,0
10.0,2022-02-01,61.91,2,4.03,0
10.0,2022-03-01,63.31,0,4.36,0
10.0,2022-04-01,65.78,0,4.74,0
10.0,2022-05-01,64.87,1,4.24,0
10.0,2022-06-01,67.39,0,3.82,0
10.0,2022-07-01,64.52,0,4.32,0
10.0,2022-08-01,67.85,0,4.19,0
10.0,2022-09-01,62.94,0,4.63,0
10.0,2022-10-01,67.37,1,4.21,0
10.0,2022-11-01,64.11,0,4.39,0
10.0,2022-12-01,69.48,0,4.88,0
10.0,2023-01-01,68.23,0,4.47,0
10.0,2023-02-01,68.11,0,4.32,0
10.0,2023-03-01,72.94,0,4.3,0
10.0,2023-04-01,69.85,0,4.89,0
10.0,2023-05-01,65.48,0,4.06,0
10.0,2023-06-01,62.01,0,4.3,0
11.0,2022-01-01,60.48,0,3.59,0
11.0,2022-02-01,60.48,0,3.58,0
11.0,2022-03-01,52.46,0,3.77,0
11.0,2022-04-01,49.35,0,4.43,0
11.0,2022-05-01,46.89,0,3.78,0
11.0,2022-06-01,64.22,0,4.1,0
11.0,2022-07-01,65.55,0,4.18,0
11.0,2022-08-01,70.01,0,4.29,0
11.0,2022-09-01,70.0,0,4.08,0
11.0,2022-10-01,64.31,0,4.23,0
11.0,2022-11-01,75.1,0,3.73,0
11.0,2022-12-01,71.58,0,3.26,0
11.0,2023-01-01,74.99,0,3.37,0
11.0,2023-02-01,72.45,0,3.95,0
11.0,2023-03-01,65.49,0,3.54,0
11.0,2023-04-01,75.16,0,4.08,0
11.0,2023-05-01,79.77,0,3.95,0
11.0,2023-06-01,81.24,1,4.05,0
12.0,2022-01-01,61.91,0,3.24,0
12.0,2022-02-01,66.25,1,3.24,0
12.0,2022-03-01,55.33,0,3.6,0
12.0,2022-04-01,53.3,0,2.81,0
12.0,2022-05-01,46.59,0,2.51,0
12.0,2022-06-01,48.22,1,2.79,0
12.0,2022-07-01,71.38,0,3.26,0
12.0,2022-08-01,55.44,0,3.4,0
12.0,2022-09-01,44.85,0,3.2,0
12.0,2022-10-01,65.36,1,2.59,0
12.0,2022-11-01,75.84,0,3.27,0
12.0,2022-12-01,77.01,1,3.18,0
12.0,2023-01-01,69.71,0,3.23,0
12.0,2023-02-01,88.4,0,3.51,0
12.0,2023-03-01,99.79,0,3.0,0
12.0,2023-04-01,121.31,0,3.22,0
12.0,2023-05-01,114.61,1,2.68,0
12.0,2023-06-01,119.92,0,3.34,0
13.0,2022-01-01,36.75,0,3.47,0
13.0,2022-02-01,39.08,0,2.57,0
13.0,2022-03-01,30.65,0,2.83,0
13.0,2022-04-01,14.85,0,2.25,0
13.0,2022-05-01,25.35,0,2.65,0
13.0,2022-06-01,21.69,0,3.15,0
13.0,2022-07-01,27.01,0,2.59,0
13.0,2022-08-01,41.26,0,2.88,0
13.0,2022-09-01,46.81,0,2.38,0
13.0,2022-10-01,27.81,1,2.04,0
13.0,2022-11-01,11.02,0,2.56,0
13.0,2022-12-01,5.0,0,2.62,0
13.0,2023-01-01,22.49,0,2.54,0
13.0,2023-02-01,31.17,0,3.05,0
13.0,2023-03-01,15.98,0,2.77,0
13.0,2023-04-01,10.02,0,3.09,0
13.0,2023-05-01,13.59,0,3.46,0
13.0,2023-06-01,27.19,0,2.82,0
14.0,2022-01-01,29.16,0,4.06,0
14.0,2022-02-01,40.73,1,3.34,0
14.0,2022-03-01,41.93,0,4.46,0
14.0,2022-04-01,38.6,0,3.82,0
14.0,2022-05-01,37.98,0,4.09,0
14.0,2022-06-01,26.8,0,4.03,0
14.0,2022-07-01,33.47,0,4.7,0
14.0,2022-08-01,25.87,0,3.53,0
14.0,2022-09-01,23.41,0,4.08,0
14.0,2022-10-01,24.16,0,3.91,0
14.0,2022-11-01,17.85,0,4.54,0
14.0,2022-12-01,22.09,0,3.75,0
14.0,2023-01-01,27.65,0,4.08,0
14.0,2023-02-01,21.53,0,4.46,0
14.0,2023-03-01,21.84,0,4.05,0
14.0,2023-04-01,11.41,1,4.42,0
14.0,2023-05-01,7.33,0,3.74,0
14.0,2023-06-01,19.02,1,4.44,0
15.0,2022-01-01,43.2,0,3.66,0
15.0,2022-02-01,19.97,0,3.46,0
15.0,2022-03-01,9.82,0,3.3,0
15.0,2022-04-01,24.2,0,4.14,0
15.0,2022-05-01,5.0,0,4.1,0
15.0,2022-06-01,5.0,0,3.71,0
15.0,2022-07-01,27.03,0,3.31,0
15.0,2022-08-01,39.69,0,3.98,0
15.0,2022-09-01,48.93,0,4.11,0
15.0,2022-10-01,55.84,0,3.54,0
15.0,2022-11-01,44.16,0,3.8,0
15.0,2022-12-01,63.17,0,4.23,0
15.0,2023-01-01,43.83,0,3.8,0
15.0,2023-02-01,44.51,1,3.75,0
15.0,2023-03-01,35.14,0,3.81,0
15.0,2023-04-01,12.12,0,3.43,0
15.0,2023-05-01,11.72,0,3.77,0
15.0,2023-06-01,14.13,1,3.32,0
16.0,2022-01-01,40.75,2,1.9,1
16.0,2022-02-01,32.95,0,2.83,1
16.0,2022-03-01,21.84,0,2.92,1
16.0,2022-04-01,5.0,0,2.04,1
16.0,2022-05-01,5.97,0,2.98,1
16.0,2022-06-01,5.0,1,2.92,1
16.0,2022-07-01,23.22,2,1.94,1
16.0,2022-08-01,54.63,0,3.04,1
16.0,2022-09-01,61.17,2,2.24,1
16.0,2022-10-01,65.75,0,2.66,1
16.0,2022-11-01,59.29,1,2.56,1
16.0,2022-12-01,43.85,1,2.22,1
16.0,2023-01-01,32.85,0,3.1,1
16.0,2023-02-01,33.31,1,2.41,1
16.0,2023-03-01,42.76,1,2.23,1
16.0,2023-04-01,29.32,0,2.68,1
16.0,2023-05-01,36.56,0,2.11,1
16.0,2023-06-01,9.59,0,2.58,1
17.0,2022-01-01,78.12,0,2.99,0
17.0,2022-02-01,62.09,0,3.41,0
17.0,2022-03-01,63.23,0,3.2,0
17.0,2022-04-01,67.61,0,3.14,0
17.0,2022-05-01,51.94,0,3.57,0
17.0,2022-06-01,41.65,0,3.23,0
17.0,2022-07-01,51.94,1,3.25,0
17.0,2022-08-01,46.07,0,3.09,0
17.0,2022-09-01,47.62,0,3.11,0
17.0,2022-10-01,70.69,0,3.22,0
17.0,2022-11-01,66.95,0,3.44,0
17.0,2022-12-01,65.61,0,3.12,0
17.0,2023-01-01,73.21,1,2.89,0
17.0,2023-02-01,83.91,0,2.96,0
17.0,2023-03-01,89.66,0,3.33,0
17.0,2023-04-01,90.42,0,3.27,0
17.0,2023-05-01,86.78,0,2.91,0
17.0,2023-06-01,88.63,0,2.85,0
18.0,2022-01-01,46.91,0,3.87,0
18.0,2022-02-01,54.3,0,4.46,0
18.0,2022-03-01,50.86,0,4.32,0
18.0,2022-04-01,57.92,0,4.1,0
18.0,2022-05-01,60.02,0,4.23,0
18.0,2022-06-01,65.42,0,4.48,0
18.0,2022-07-01,65.85,0,4.36,0
18.0,2022-08-01,60.54,1,4.51,0
18.0,2022-09-01,57.5,0,4.01,0
18.0,2022-10-01,57.63,1,4.34,0
18.0,2022-11-01,49.7,0,4.79,0
18.0,2022-12-01,55.57,0,4.46,0
18.0,2023-01-01,48.98,1,4.26,0
18.0,2023-02-01,50.22,0,4.58,0
18.0,2023-03-01,40.73,0,4.95,0
18.0,2023-04-01,43.69,0,4.56,0
18.0,2023-05-01,36.74,0,5.0,0
18.0,2023-06-01,37.22,0,3.92,0
19.0,2022-01-01,41.43,0,3.54,0
19.0,2022-02-01,36.79,0,3.62,0
19.0,2022-03-01,34.43,0,3.34,0
19.0,2022-04-01,34.93,1,3.44,0
19.0,2022-05-01,35.04,0,3.81,0
19.0,2022-06-01,39.74,0,3.94,0
19.0,2022-07-01,39.39,0,3.64,0
19.0,2022-08-01,37.11,0,4.09,0
19.0,2022-09-01,40.86,0,3.49,0
19.0,2022-10-01,41.77,0,3.51,0
19.0,2022-11-01,42.59,1,3.84,0
19.0,2022-12-01,43.54,0,3.67,0
19.0,2023-01-01,45.73,0,3.67,0
19.0,2023-02-01,42.23,0,3.74,0
19.0,2023-03-01,36.4,0,3.36,0
19.0,2023-04-01,39.43,1,3.44,0
19.0,2023-05-01,37.05,1,3.44,0
19.0,2023-06-01,33.57,0,3.82,0
20.0,2022-01-01,88.23,0,3.53,0
20.0,2022-02-01,76.25,0,3.27,0
20.0,2022-03-01,78.68,0,2.97,0
20.0,2022-04-01,75.95,1,3.15,0
20.0,2022-05-01,97.05,2,3.04,0
20.0,2022-06-01,94.85,0,3.3,0
20.0,2022-07-01,83.39,0,3.8,0
20.0,2022-08-01,67.03,0,3.32,0
20.0,2022-09-01,60.14,0,3.63,0
20.0,2022-10-01,68.95,0,3.12,0
20.0,2022-11-01,71.14,0,3.72,0
20.0,2022-12-01,54.15,0,3.9,0
20.0,2023-01-01,52.34,0,3.24,0
20.0,2023-02-01,47.0,1,3.57,0
20.0,2023-03-01,41.62,1,3.13,0
20.0,2023-04-01,32.61,0,3.01,0
20.0,2023-05-01,27.5,3,3.01,0
20.0,2023-06-01,10.71,0,3.7,0
21.0,2022-01-01,53.46,0,3.53,0
21.0,2022-02-01,52.01,0,3.06,0
21.0,2022-03-01,50.01,0,3.63,0
21.0,2022-04-01,53.87,0,2.91,0
21.0,2022-05-01,57.42,0,3.55,0
21.0,2022-06-01,62.01,0,3.46,0
21.0,2022-07-01,66.23,0,3.75,0
21.0,2022-08-01,62.61,0,3.07,0
21.0,2022-09-01,58.07,0,3.24,0
21.0,2022-10-01,56.32,1,3.34,0
21.0,2022-11-01,52.87,0,3.43,0
21.0,2022-12-01,53.91,1,2.77,0
21.0,2023-01-01,49.38,0,3.37,0
21.0,2023-02-01,48.58,0,3.24,0
21.0,2023-03-01,46.18,1,2.91,0
21.0,2023-04-01,49.27,0,3.34,0
21.0,2023-05-01,48.49,0,3.92,0
21.0,2023-06-01,49.47,0,3.36,0
22.0,2022-01-01,65.03,0,2.95,0
22.0,2022-02-01,35.39,1,2.82,0
22.0,2022-03-01,44.74,0,2.74,0
22.0,2022-04-01,60.27,0,2.98,0
22.0,2022-05-01,79.08,0,2.7,0
22.0,2022-06-01,74.59,0,2.59,0
22.0,2022-07-01,97.12,0,3.2,0
22.0,2022-08-01,87.1,0,2.53,0
22.0,2022-09-01,95.01,0,3.14,0
22.0,2022-10-01,86.18,0,3.2,0
22.0,2022-11-01,65.95,1,2.8,0
22.0,2022-12-01,64.77,0,2.75,0
22.0,2023-01-01,65.57,0,2.63,0
22.0,2023-02-01,60.9,0,3.4,0
22.0,2023-03-01,71.06,0,3.27,0
22.0,2023-04-01,55.14,0,2.87,0
22.0,2023-05-01,75.64,0,2.72,0
22.0,2023-06-01,76.45,0,2.8,0
23.0,2022-01-01,33.29,1,3.03,0
23.0,2022-02-01,42.71,0,3.4,0
23.0,2022-03-01,37.13,1,3.8,0
23.0,2022-04-01,42.16,0,3.11,0
23.0,2022-05-01,30.86,0,3.31,0
23.0,2022-06-01,51.28,0,3.07,0
23.0,2022-07-01,57.17,1,3.65,0
23.0,2022-08-01,62.67,1,3.11,0
23.0,2022-09-01,46.88,0,3.18,0
23.0,2022-10-01,41.19,0,3.13,0
23.0,2022-11-01,64.42,0,2.86,0
23.0,2022-12-01,60.71,0,3.57,0
23.0,2023-01-01,61.43,0,3.2,0
23.0,2023-02-01,66.74,0,3.55,0
23.0,2023-03-01,64.41,0,2.49,0
23.0,2023-04-01,66.68,0,3.86,0
23.0,2023-05-01,61.8,0,3.09,0
23.0,2023-06-01,79.78,0,3.47,0
24.0,2022-01-01,58.16,0,3.75,0
24.0,2022-02-01,28.7,1,3.08,0
24.0,2022-03-01,5.0,1,3.19,0
24.0,2022-04-01,28.45,0,3.13,0
24.0,2022-05-01,62.56,0,3.13,0
24.0,2022-06-01,23.97,0,3.43,0
24.0,2022-07-01,13.77,0,3.42,0
24.0,2022-08-01,5.0,0,3.18,0
24.0,2022-09-01,21.8,0,3.3,0
24.0,2022-10-01,14.42,0,3.27,0
24.0,2022-11-01,38.45,0,2.69,0
24.0,2022-12-01,28.77,0,3.34,0
24.0,2023-01-01,31.87,3,2.89,0
24.0,2023-02-01,16.69,0,2.94,0
24.0,2023-03-01,5.0,1,3.94,0
24.0,2023-04-01,12.38,0,3.31,0
24.0,2023-05-01,24.84,0,3.25,0
24.0,2023-06-01,5.0,0,3.15,0
25.0,2022-01-01,64.09,0,2.26,0
25.0,2022-02-01,62.77,0,2.49,0
25.0,2022-03-01,65.74,1,2.62,0
25.0,2022-04-01,68.51,1,2.76,0
25.0,2022-05-01,72.65,1,2.2,0
25.0,2022-06-01,67.67,0,2.83,0
25.0,2022-07-01,70.05,0,2.52,0
25.0,2022-08-01,58.54,1,2.63,0
25.0,2022-09-01,65.63,0,3.0,0
25.0,2022-10-01,61.06,0,3.21,0
25.0,2022-11-01,57.41,1,2.56,0
25.0,2022-12-01,52.83,0,2.59,0
25.0,2023-01-01,69.34,1,2.52,0
25.0,2023-02-01,80.15,0,2.58,0
25.0,2023-03-01,77.89,1,2.41,0
25.0,2023-04-01,79.99,0,2.48,0
25.0,2023-05-01,78.57,0,2.54,0
25.0,2023-06-01,91.37,1,2.22,0
26.0,2022-01-01,52.46,0,3.79,0
26.0,2022-02-01,29.99,0,4.27,0
26.0,2022-03-01,48.15,0,4.18,0
26.0,2022-04-01,45.15,1,3.82,0
26.0,2022-05-01,62.31,0,4.27,0
26.0,2022-06-01,46.07,1,3.25,0
26.0,2022-07-01,43.9,0,4.13,0
26.0,2022-08-01,37.09,0,4.35,0
26.0,2022-09-01,38.88,1,4.08,0
26.0,2022-10-01,64.1,0,3.74,0
26.0,2022-11-01,53.09,0,3.54,0
26.0,2022-12-01,48.87,0,4.01,0
26.0,2023-01-01,48.03,0,3.93,0
26.0,2023-02-01,51.87,0,3.89,0
26.0,2023-03-01,57.58,0,3.94,0
26.0,2023-04-01,22.28,1,4.04,0
26.0,2023-05-01,10.81,0,4.05,0
26.0,2023-06-01,25.64,0,4.1,0
27.0,2022-01-01,67.24,0,2.95,0
27.0,2022-02-01,67.34,0,3.19,0
27.0,2022-03-01,75.6,0,3.36,0
27.0,2022-04-01,73.45,0,3.41,0
27.0,2022-05-01,72.35,0,2.88,0
27.0,2022-06-01,68.86,1,3.47,0
27.0,2022-07-01,68.8,0,3.24,0
27.0,2022-08-01,68.08,0,3.04,0
27.0,2022-09-01,70.09,0,3.49,0
27.0,2022-10-01,69.38,0,3.67,0
27.0,2022-11-01,66.38,0,3.35,0
27.0,2022-12-01,65.23,0,3.05,0
27.0,2023-01-01,48.02,1,3.33,0
27.0,2023-02-01,55.93,2,3.5,0
27.0,2023-03-01,43.38,1,3.29,0
27.0,2023-04-01,31.51,0,3.15,0
27.0,2023-05-01,32.3,0,3.52,0
27.0,2023-06-01,30.82,0,3.68,0
28.0,2022-01-01,40.53,0,4.48,1
28.0,2022-02-01,38.58,0,4.02,1
28.0,2022-03-01,39.14,0,3.98,1
28.0,2022-04-01,35.0,0,4.64,1
28.0,2022-05-01,38.96,0,4.69,1
28.0,2022-06-01,24.6,2,3.94,1
28.0,2022-07-01,7.84,0,3.99,1
28.0,2022-08-01,9.67,1,3.41,1
28.0,2022-09-01,25.38,0,4.33,1
28.0,2022-10-01,6.3,0,4.5,1
28.0,2022-11-01,5.26,1,3.54,1
28.0,2022-12-01,18.36,0,4.31,1
28.0,2023-01-01,18.67,0,4.61,1
28.0,2023-02-01,5.0,1,3.82,1
28.0,2023-03-01,17.9,0,4.08,1
28.0,2023-04-01,7.7,0,3.72,1
28.0,2023-05-01,5.0,1,4.27,1
28.0,2023-06-01,5.0,2,4.22,1
29.0,2022-01-01,57.9,0,4.8,0
29.0,2022-02-01,65.25,0,4.47,0
29.0,2022-03-01,64.22,0,4.36,0
29.0,2022-04-01,63.46,0,4.8,0
29.0,2022-05-01,58.78,1,4.34,0
29.0,2022-06-01,75.15,1,4.5,0
29.0,2022-07-01,84.22,0,3.91,0
29.0,2022-08-01,86.27,0,4.38,0
29.0,2022-09-01,98.08,0,4.02,0
29.0,2022-10-01,96.99,0,3.84,0
29.0,2022-11-01,106.43,0,4.66,0
29.0,2022-12-01,103.44,0,4.4,0
29.0,2023-01-01,100.13,0,4.61,0
29.0,2023-02-01,95.55,0,4.57,0
29.0,2023-03-01,90.62,0,3.98,0
29.0,2023-04-01,81.72,0,4.47,0
29.0,2023-05-01,85.59,1,3.94,0
29.0,2023-06-01,76.77,0,3.86,0
30.0,2022-01-01,35.9,0,3.2,1
30.0,2022-02-01,29.22,1,2.46,1
30.0,2022-03-01,44.11,0,3.04,1
30.0,2022-04-01,53.6,1,2.29,1
30.0,2022-05-01,57.3,0,2.46,1
30.0,2022-06-01,39.22,0,3.02,1
30.0,2022-07-01,40.71,0,2.64,1
30.0,2022-08-01,34.99,0,2.92,1
30.0,2022-09-01,17.77,0,2.95,1
30.0,2022-10-01,5.0,0,2.91,1
30.0,2022-11-01,5.0,2,2.66,1
30.0,2022-12-01,6.99,1,2.87,1
30.0,2023-01-01,9.68,1,3.02,1
30.0,2023-02-01,5.0,0,2.29,1
30.0,2023-03-01,5.85,0,3.02,1
30.0,2023-04-01,5.0,0,3.09,1
30.0,2023-05-01,8.53,1,3.01,1
30.0,2023-06-01,9.22,0,2.61,1
31.0,2022-01-01,90.89,1,3.9,0
31.0,2022-02-01,83.87,0,3.76,0
31.0,2022-03-01,79.59,0,4.0,0
31.0,2022-04-01,81.13,1,3.49,0
31.0,2022-05-01,84.54,0,3.97,0
31.0,2022-06-01,69.83,1,3.3,0
31.0,2022-07-01,73.21,0,3.86,0
31.0,2022-08-01,84.58,3,3.08,0
31.0,2022-09-01,89.72,0,3.49,0
31.0,2022-10-01,93.43,2,3.78,0
31.0,2022-11-01,92.21,1,3.78,0
31.0,2022-12-01,85.17,0,3.83,0
31.0,2023-01-01,93.35,0,3.83,0
31.0,2023-02-01,96.11,0,4.4,0
31.0,2023-03-01,95.39,0,3.75,0
31.0,2023-04-01,109.82,0,4.14,0
31.0,2023-05-01,99.38,0,3.54,0
31.0,2023-06-01,103.07,0,4.07,0
32.0,2022-01-01,73.3,1,3.22,0
32.0,2022-02-01,62.48,0,3.47,0
32.0,2022-03-01,55.02,0,3.24,0
32.0,2022-04-01,59.21,0,3.92,0
32.0,2022-05-01,66.65,0,3.24,0
32.0,2022-06-01,63.79,0,3.09,0
32.0,2022-07-01,51.94,1,3.26,0
32.0,2022-08-01,45.27,0,3.59,0
32.0,2022-09-01,46.94,1,3.48,0
32.0,2022-10-01,48.23,1,3.47,0
32.0,2022-11-01,62.99,0,3.96,0
32.0,2022-12-01,79.02,1,2.74,0
32.0,2023-01-01,71.2,0,3.79,0
32.0,2023-02-01,76.37,2,3.39,0
32.0,2023-03-01,80.72,0,3.06,0
32.0,2023-04-01,90.26,1,3.0,0
32.0,2023-05-01,98.86,0,3.31,0
32.0,2023-06-01,80.06,1,2.98,0
33.0,2022-01-01,26.44,0,4.17,0
33.0,2022-02-01,18.54,0,4.46,0
33.0,2022-03-01,24.77,0,4.43,0
33.0,2022-04-01,6.46,0,4.06,0
33.0,2022-05-01,19.14,0,3.76,0
33.0,2022-06-01,11.63,0,4.82,0
33.0,2022-07-01,5.0,0,4.67,0
33.0,2022-08-01,9.65,0,4.32,0
33.0,2022-09-01,19.88,0,4.18,0
33.0,2022-10-01,19.15,1,3.96,0
33.0,2022-11-01,5.41,0,4.44,0
