customer_id,event_date,avg_monthly_usage,churned,customer_segment,income,tenure_years
3,2022-09-01,61.52,0,segment_21,48524.0,0
3,2022-10-01,57.15,0,segment_6,23596.0,11
3,2022-11-01,58.56,0,segment_10,44740.0,15
3,2022-12-01,54.78,0,segment_21,39386.0,11
3,2023-01-01,51.06,0,segment_24,57050.0,8
3,2023-02-01,57.3,0,segment_19,39386.0,6
3,2023-03-01,47.87,0,segment_0,46831.0,7
3,2023-04-01,43.5,0,segment_24,39386.0,18
3,2023-05-01,53.45,0,segment_15,40325.0,13
3,2023-06-01,52.19,0,segment_15,33012.0,8
3,2023-07-01,34.77,0,segment_9,36366.0,5
3,2023-08-01,46.04,0,segment_23,45581.0,15
4,2022-01-01,87.74,0,segment_16,22114.0,8
4,2022-02-01,96.02,0,segment_9,21817.0,17
4,2022-03-01,82.68,0,segment_5,39386.0,16
4,2022-04-01,94.29,0,segment_13,15364.0,15
4,2022-05-01,60.44,0,segment_14,19334.0,14
4,2022-06-01,86.52,0,segment_3,44164.0,14
4,2022-07-01,79.77,0,segment_1,23489.0,1
4,2022-08-01,75.77,0,segment_18,54620.0,8
4,2022-09-01,77.87,0,segment_12,40979.0,3
4,2022-10-01,60.57,0,segment_11,12318.0,15
4,2022-11-01,73.49,0,segment_24,39386.0,10
4,2022-12-01,77.05,0,segment_20,65282.0,6
4,2023-01-01,84.89,0,segment_22,22107.0,14
4,2023-02-01,68.24,0,segment_12,51643.0,12
4,2023-03-01,64.99,1,segment_14,24007.0,13
4,2023-04-01,66.43,1,segment_1,42557.0,7
4,2023-05-01,76.6,1,segment_7,18794.0,14
4,2023-06-01,71.02,1,segment_2,39386.0,8
4,2023-07-01,63.31,1,segment_0,31898.0,5
4,2023-08-01,70.54,1,segment_23,39386.0,5
5,2022-01-01,116.5,0,segment_10,31615.0,19
5,2022-02-01,109.26,0,segment_8,19723.0,17
5,2022-03-01,116.7,0,segment_23,31573.0,9
5,2022-04-01,101.15,0,segment_16,47172.0,13
5,2022-05-01,103.91,0,segment_6,39068.0,10
5,2022-06-01,106.13,0,segment_22,44779.0,9
5,2022-07-01,100.13,0,segment_3,26847.0,12
5,2022-08-01,129.72,0,segment_12,81066.0,4
5,2022-09-01,100.95,0,segment_23,39386.0,10
5,2022-10-01,114.76,0,segment_4,53773.0,7
5,2022-11-01,103.29,0,segment_11,81563.0,2
5,2022-12-01,104.02,0,segment_19,53559.0,9
5,2023-01-01,109.41,0,segment_4,35542.0,11
5,2023-02-01,96.69,0,segment_10,39386.0,11
5,2023-03-01,101.94,0,segment_1,74731.0,9
5,2023-04-01,105.23,0,segment_3,39386.0,9
5,2023-05-01,99.97,0,segment_9,39386.0,8
5,2023-06-01,99.79,0,segment_23,31617.0,10
5,2023-07-01,112.88,0,segment_6,84338.0,11
5,2023-08-01,111.97,0,segment_11,50405.0,11
6,2022-01-01,48.99,0,segment_7,22452.0,13
6,2022-02-01,53.35,0,segment_22,33316.0,13
6,2022-03-01,56.9,0,segment_22,27761.0,6
6,2022-04-01,55.2,0,segment_22,26216.0,6
6,2022-05-01,55.32,0,segment_15,72209.0,5
6,2022-06-01,57.48,0,segment_1,17622.0,10
6,2022-07-01,62.27,0,segment_2,105373.0,2
6,2022-08-01,62.25,0,segment_16,65968.0,6
6,2022-09-01,67.1,0,segment_14,77227.0,4
6,2022-10-01,60.28,0,segment_17,30401.0,7
6,2022-11-01,63.4,0,segment_9,36681.0,12
6,2022-12-01,71.6,0,segment_21,16985.0,8
6,2023-01-01,66.26,0,segment_1,39386.0,7
6,2023-02-01,77.23,1,segment_16,53970.0,6
6,2023-03-01,78.81,1,segment_15,87346.0,13
6,2023-04-01,80.25,1,segment_23,20654.0,10
6,2023-05-01,71.89,1,segment_24,32231.0,12
6,2023-06-01,77.53,1,segment_6,36651.0,13
6,2023-07-01,76.55,1,segment_18,17370.0,16
6,2023-08-01,84.18,1,segment_15,57228.0,15
7,2022-01-01,59.2,0,segment_0,25993.0,7
7,2022-02-01,46.92,0,segment_3,35694.0,17
7,2022-03-01,47.06,0,segment_12,30602.0,5
7,2022-04-01,54.44,0,segment_9,24994.0,7
7,2022-05-01,48.12,0,segment_10,39386.0,5
7,2022-06-01,28.53,0,segment_18,35264.0,16
7,2022-07-01,43.77,0,segment_14,32108.0,7
7,2022-08-01,44.08,0,segment_10,25923.0,15
7,2022-09-01,31.24,0,segment_2,48616.0,10
7,2022-10-01,37.92,0,segment_1,108246.0,8
7,2022-11-01,42.7,0,segment_10,43648.0,15
7,2022-12-01,31.58,0,segment_9,72960.0,10
7,2023-01-01,23.15,0,segment_2,17428.0,7
7,2023-02-01,21.43,0,segment_4,39386.0,19
7,2023-03-01,22.28,0,segment_14,20776.0,6
7,2023-04-01,22.12,0,segment_3,16545.0,6
7,2023-05-01,17.91,0,segment_16,25754.0,10
7,2023-06-01,18.18,0,segment_0,39386.0,13
7,2023-07-01,11.98,0,segment_0,70969.0,13
7,2023-08-01,11.6,0,segment_11,46434.0,5
8,2022-01-01,64.12,0,segment_9,16000.0,8
8,2022-02-01,65.12,0,segment_8,35675.0,10
8,2022-03-01,57.99,0,segment_8,48099.0,5
8,2022-04-01,64.89,0,segment_24,44592.0,4
8,2022-05-01,65.64,0,segment_19,13276.0,7
8,2022-06-01,58.65,0,segment_19,23524.0,6
8,2022-07-01,77.61,0,segment_13,38621.0,7
8,2022-08-01,67.85,0,segment_22,55368.0,13
8,2022-09-01,56.1,0,segment_18,10746.0,15
8,2022-10-01,69.77,0,segment_9,36414.0,9
8,2022-11-01,58.27,0,segment_2,43731.0,11
8,2022-12-01,71.32,0,segment_19,66820.0,9
8,2023-01-01,74.31,0,segment_21,60822.0,5
8,2023-02-01,60.29,0,segment_16,56928.0,15
8,2023-03-01,73.5,0,segment_2,24835.0,12
8,2023-04-01,69.82,1,segment_11,12774.0,10
8,2023-05-01,73.08,1,segment_14,31703.0,12
8,2023-06-01,81.15,1,segment_4,73202.0,8
8,2023-07-01,65.96,1,segment_14,92602.0,18
8,2023-08-01,62.58,1,segment_19,61471.0,9
9,2022-01-01,68.38,0,segment_23,51927.0,12
9,2022-02-01,59.46,0,segment_15,50401.0,8
9,2022-03-01,42.94,0,segment_8,28748.0,7
9,2022-04-01,49.98,0,segment_7,37121.0,8
9,2022-05-01,65.85,0,segment_10,109255.0,13
9,2022-06-01,62.81,0,segment_8,39386.0,12
9,2022-07-01,49.14,0,segment_15,105753.0,9
9,2022-08-01,54.51,0,segment_13,33083.0,5
9,2022-09-01,70.92,0,segment_14,88899.0,10
9,2022-10-01,47.25,0,segment_13,17255.0,9
9,2022-11-01,45.88,0,segment_23,39386.0,10
9,2022-12-01,45.95,0,segment_9,25795.0,4
9,2023-01-01,47.7,0,segment_12,17168.0,6
9,2023-02-01,38.66,0,segment_0,45757.0,7
9,2023-03-01,44.65,0,segment_22,73547.0,12
9,2023-04-01,23.06,0,segment_8,24174.0,13
9,2023-05-01,39.48,0,segment_16,16327.0,12
9,2023-06-01,35.71,0,segment_16,39386.0,6
9,2023-07-01,32.07,0,segment_9,38083.0,12
9,2023-08-01,28.52,0,segment_12,55770.0,11
10,2022-01-01,59.13,0,segment_17,70951.0,12
10,2022-02-01,54.35,0,segment_12,38729.0,6
10,2022-03-01,55.84,0,segment_20,122186.0,14
10,2022-04-01,60.56,0,segment_23,45914.0,9
10,2022-05-01,50.82,0,segment_12,32602.0,5
10,2022-06-01,43.75,0,segment_23,15261.0,10
10,2022-07-01,52.45,0,segment_9,34282.0,13
10,2022-08-01,45.57,0,segment_19,32799.0,13
10,2022-09-01,48.6,0,segment_6,71409.0,10
10,2022-10-01,48.22,0,segment_6,52970.0,9
10,2022-11-01,35.81,0,segment_8,19779.0,13
10,2022-12-01,47.09,0,segment_15,44504.0,3
10,2023-01-01,43.07,0,segment_14,60049.0,7
10,2023-02-01,33.46,1,segment_24,100390.0,16
10,2023-03-01,36.96,1,segment_2,68357.0,12
10,2023-04-01,35.28,1,segment_12,63354.0,8
10,2023-05-01,32.59,1,segment_10,41608.0,9
10,2023-06-01,35.76,1,segment_7,50664.0,6
10,2023-07-01,37.4,1,segment_20,84940.0,14
10,2023-08-01,28.22,1,segment_20,18039.0,12
11,2022-01-01,81.11,0,segment_23,32543.0,11
11,2022-02-01,106.27,0,segment_5,25246.0,11
11,2022-03-01,84.24,0,segment_9,50387.0,5
11,2022-04-01,101.31,0,segment_16,83963.0,13
11,2022-05-01,94.27,0,segment_19,28052.0,7
11,2022-06-01,94.52,0,segment_8,9564.0,6
11,2022-07-01,96.32,0,segment_20,31340.0,8
11,2022-08-01,81.03,0,segment_13,69430.0,7
11,2022-09-01,101.2,0,segment_19,55413.0,10
11,2022-10-01,91.2,0,segment_12,51891.0,7
11,2022-11-01,103.52,0,segment_0,33928.0,20
11,2022-12-01,94.33,0,segment_24,18630.0,12
11,2023-01-01,93.08,0,segment_23,54675.0,13
11,2023-02-01,86.99,0,segment_18,24329.0,12
11,2023-03-01,90.96,0,segment_8,148814.0,6
11,2023-04-01,99.56,0,segment_16,56517.0,5
11,2023-05-01,87.8,0,segment_14,28328.0,14
11,2023-06-01,83.34,0,segment_19,27810.0,1
11,2023-07-01,91.55,0,segment_4,37957.0,17
11,2023-08-01,103.71,0,segment_3,34762.0,14
12,2022-01-01,48.58,0,segment_3,78440.0,19
12,2022-02-01,50.85,0,segment_24,44884.0,7
12,2022-03-01,47.95,0,segment_14,25874.0,7
12,2022-04-01,44.86,0,segment_4,124774.0,5
12,2022-05-01,55.12,0,segment_16,41339.0,5
12,2022-06-01,45.95,0,segment_6,63659.0,5
12,2022-07-01,35.2,0,segment_5,39386.0,11
12,2022-08-01,44.23,0,segment_14,49904.0,0
12,2022-09-01,48.25,0,segment_24,48371.0,4
12,2022-10-01,40.47,0,segment_19,12915.0,9
12,2022-11-01,25.17,0,segment_13,39386.0,12
12,2022-12-01,28.32,0,segment_9,87062.0,16
12,2023-01-01,35.14,0,segment_5,31624.0,11
12,2023-02-01,22.81,0,segment_9,20715.0,14
12,2023-03-01,26.56,0,segment_22,49441.0,5
12,2023-04-01,26.08,0,segment_19,42277.0,10
12,2023-05-01,15.16,0,segment_8,49682.0,8
12,2023-06-01,17.44,0,segment_12,45023.0,12
12,2023-07-01,5.0,0,segment_13,54379.0,8
12,2023-08-01,8.13,0,segment_0,95643.0,6
13,2022-01-01,53.87,0,segment_0,56435.0,12
13,2022-02-01,56.87,0,segment_18,21379.0,14
13,2022-03-01,61.98,0,segment_8,90902.0,14
13,2022-04-01,53.63,0,segment_4,107405.0,8
13,2022-05-01,53.63,0,segment_16,265995.0,6
13,2022-06-01,50.77,0,segment_15,20453.0,5
13,2022-07-01,55.12,0,segment_11,46431.0,10
13,2022-08-01,51.16,0,segment_4,11507.0,8
13,2022-09-01,51.48,0,segment_5,55931.0,9
13,2022-10-01,56.01,0,segment_19,28885.0,15
13,2022-11-01,47.34,0,segment_22,127270.0,11
13,2022-12-01,44.09,0,segment_10,25215.0,11
13,2023-01-01,46.91,0,segment_18,14566.0,11
13,2023-02-01,49.59,0,segment_20,39386.0,2
13,2023-03-01,45.66,0,segment_5,12267.0,10
13,2023-04-01,47.68,0,segment_22,62985.0,7
13,2023-05-01,38.28,0,segment_9,11625.0,8
13,2023-06-01,36.52,0,segment_14,40826.0,16
13,2023-07-01,37.37,0,segment_17,11536.0,13
13,2023-08-01,33.0,0,segment_20,33117.0,12
14,2022-01-01,47.26,0,segment_6,107583.0,4
14,2022-02-01,40.91,0,segment_22,49830.0,6
14,2022-03-01,40.15,0,segment_2,23906.0,16
14,2022-04-01,41.37,0,segment_23,39390.0,0
14,2022-05-01,47.47,0,segment_15,40571.0,11
14,2022-06-01,49.78,0,segment_12,53293.0,10
14,2022-07-01,44.65,0,segment_16,17674.0,8
14,2022-08-01,45.65,0,segment_3,57270.0,11
14,2022-09-01,39.95,0,segment_18,7921.0,16
14,2022-10-01,46.98,0,segment_3,39386.0,6
14,2022-11-01,45.43,0,segment_24,29942.0,4
14,2022-12-01,39.49,0,segment_11,58688.0,13
14,2023-01-01,34.42,0,segment_23,40683.0,14
14,2023-02-01,37.05,0,segment_3,17268.0,15
14,2023-03-01,39.61,0,segment_23,22225.0,8
14,2023-04-01,48.15,0,segment_16,45216.0,7
14,2023-05-01,49.96,0,segment_23,38275.0,11
14,2023-06-01,40.6,0,segment_17,28354.0,9
14,2023-07-01,40.72,0,segment_21,30076.0,14
14,2023-08-01,43.83,0,segment_5,60943.0,11
15,2022-01-01,108.0,0,segment_18,29418.0,13
15,2022-02-01,109.6,0,segment_4,38068.0,11
15,2022-03-01,108.31,0,segment_1,147555.0,10
15,2022-04-01,117.79,0,segment_10,17082.0,10
15,2022-05-01,111.03,0,segment_23,13212.0,6
15,2022-06-01,111.72,0,segment_23,64225.0,4
15,2022-07-01,99.76,0,segment_12,26710.0,5
15,2022-08-01,84.86,0,segment_4,33158.0,8
15,2022-09-01,116.39,0,segment_22,25117.0,9
15,2022-10-01,123.18,0,segment_7,34341.0,15
15,2022-11-01,104.97,0,segment_10,104728.0,11
15,2022-12-01,108.71,0,segment_3,64943.0,17
15,2023-01-01,108.77,0,segment_17,67328.0,3
15,2023-02-01,117.93,0,segment_14,17158.0,13
15,2023-03-01,111.84,0,segment_4,20116.0,4
15,2023-04-01,108.56,0,segment_22,7306.0,8
15,2023-05-01,104.94,0,segment_11,24695.0,10
15,2023-06-01,104.49,1,segment_3,71255.0,6
15,2023-07-01,93.32,1,segment_3,54730.0,10
15,2023-08-01,100.37,1,segment_19,35139.0,12
16,2022-01-01,66.33,0,segment_8,39601.0,10
16,2022-02-01,67.55,0,segment_8,26546.0,10
16,2022-03-01,71.19,0,segment_13,45381.0,8
16,2022-04-01,74.14,0,segment_23,63546.0,13
16,2022-05-01,77.16,0,segment_7,15221.0,5
16,2022-06-01,82.58,0,segment_22,48039.0,4
16,2022-07-01,81.34,0,segment_0,70225.0,10
16,2022-08-01,78.61,0,segment_23,31286.0,9
16,2022-09-01,80.2,0,segment_10,61109.0,3
16,2022-10-01,77.6,0,segment_3,39386.0,14
16,2022-11-01,82.34,0,segment_16,37699.0,9
16,2022-12-01,82.4,0,segment_16,50816.0,15
16,2023-01-01,85.75,0,segment_18,25775.0,14
16,2023-02-01,82.52,0,segment_12,44745.0,10
16,2023-03-01,88.62,0,segment_18,52900.0,14
16,2023-04-01,93.47,0,segment_16,45112.0,7
16,2023-05-01,88.41,0,segment_23,21767.0,13
16,2023-06-01,91.38,0,segment_19,45424.0,11
16,2023-07-01,93.53,0,segment_11,96501.0,3
16,2023-08-01,90.52,0,segment_19,39386.0,5
17,2022-01-01,58.57,0,segment_13,71481.0,5
17,2022-02-01,59.28,0,segment_21,34814.0,6
17,2022-03-01,60.89,0,segment_8,62940.0,12
17,2022-04-01,59.58,0,segment_24,47456.0,15
17,2022-05-01,63.37,0,segment_11,22684.0,4
17,2022-06-01,66.18,0,segment_23,48587.0,17
17,2022-07-01,70.45,0,segment_16,22136.0,11
17,2022-08-01,70.29,0,segment_15,27454.0,7
17,2022-09-01,75.3,0,segment_11,44963.0,14
17,2022-10-01,67.72,0,segment_9,47970.0,15
17,2022-11-01,74.09,0,segment_1,19662.0,9
17,2022-12-01,73.33,0,segment_2,75538.0,8
17,2023-01-01,80.82,0,segment_4,56568.0,1
17,2023-02-01,73.0,0,segment_15,26295.0,14
17,2023-03-01,74.26,0,segment_20,15953.0,12
17,2023-04-01,76.35,0,segment_12,36792.0,9
17,2023-05-01,73.03,0,segment_23,39386.0,7
17,2023-06-01,79.28,0,segment_17,39386.0,10
17,2023-07-01,79.92,0,segment_1,32277.0,6
17,2023-08-01,84.05,0,segment_23,12034.0,13
18,2022-01-01,113.76,0,segment_0,31792.0,5
18,2022-02-01,109.01,0,segment_8,33410.0,8
18,2022-03-01,111.01,0,segment_17,58700.0,9
18,2022-04-01,126.7,0,segment_4,26398.0,11
18,2022-05-01,122.93,0,segment_2,109886.0,21
18,2022-06-01,129.39,0,segment_4,12746.0,6
18,2022-07-01,131.69,0,segment_11,88141.0,8
18,2022-08-01,129.05,0,segment_7,35080.0,13
18,2022-09-01,121.52,0,segment_7,67221.0,8
18,2022-10-01,132.19,0,segment_21,39386.0,13
18,2022-11-01,141.48,0,segment_24,39386.0,8
18,2022-12-01,130.94,0,segment_6,31811.0,13
18,2023-01-01,137.5,1,segment_1,20760.0,11
18,2023-02-01,136.65,1,segment_0,94117.0,11
18,2023-03-01,147.09,1,segment_23,37493.0,15
18,2023-04-01,135.22,1,segment_0,45841.0,11
18,2023-05-01,148.56,1,segment_7,39386.0,16
18,2023-06-01,140.08,1,segment_24,21608.0,12
18,2023-07-01,139.45,1,segment_16,57371.0,9
18,2023-08-01,146.12,1,segment_22,28171.0,16
19,2022-01-01,43.74,0,segment_4,37075.0,4
19,2022-02-01,41.91,0,segment_13,41913.0,14
19,2022-03-01,43.67,0,segment_7,39386.0,14
19,2022-04-01,38.01,0,segment_19,25152.0,5
19,2022-05-01,34.13,0,segment_17,90277.0,10
19,2022-06-01,28.22,0,segment_22,68303.0,13
19,2022-07-01,26.96,0,segment_6,38654.0,1
19,2022-08-01,30.84,0,segment_23,46438.0,19
19,2022-09-01,30.48,0,segment_13,33639.0,9
19,2022-10-01,29.99,0,segment_24,90576.0,0
19,2022-11-01,20.76,0,segment_13,35588.0,8
19,2022-12-01,20.4,0,segment_5,46124.0,15
19,2023-01-01,20.11,0,segment_2,79827.0,5
19,2023-02-01,23.69,0,segment_20,25174.0,2
19,2023-03-01,15.79,0,segment_13,102259.0,8
19,2023-04-01,18.24,0,segment_13,16022.0,17
19,2023-05-01,12.03,0,segment_2,106700.0,5
19,2023-06-01,13.09,0,segment_9,32093.0,14
19,2023-07-01,10.73,1,segment_8,34696.0,5
19,2023-08-01,6.13,1,segment_20,12913.0,5
20,2022-01-01,76.96,0,segment_6,30550.0,10
20,2022-02-01,73.07,0,segment_6,21506.0,14
20,2022-03-01,66.99,0,segment_6,27872.0,3
20,2022-04-01,65.31,0,segment_11,36960.0,3
20,2022-05-01,58.98,0,segment_3,71301.0,9
20,2022-06-01,67.0,0,segment_19,45458.0,15
20,2022-07-01,63.28,0,segment_12,48271.0,7
20,2022-08-01,58.1,0,segment_2,20799.0,8
20,2022-09-01,57.2,0,segment_19,23660.0,16
20,2022-10-01,47.78,0,segment_8,118093.0,13
20,2022-11-01,51.11,0,segment_20,25819.0,2
20,2022-12-01,54.87,0,segment_21,108415.0,4
20,2023-01-01,51.8,0,segment_19,34688.0,8
20,2023-02-01,47.79,0,segment_12,39386.0,12
20,2023-03-01,44.74,0,segment_0,76284.0,4
20,2023-04-01,45.32,0,segment_22,86088.0,12
20,2023-05-01,39.97,1,segment_22,37553.0,8
20,2023-06-01,33.66,1,segment_5,31794.0,11
20,2023-07-01,36.91,1,segment_19,38810.0,3
20,2023-08-01,36.23,1,segment_23,49156.0,10
21,2022-01-01,57.16,0,segment_7,68513.0,13
21,2022-02-01,74.87,0,segment_16,40236.0,4
21,2022-03-01,58.96,0,segment_24,58182.0,4
21,2022-04-01,72.7,0,segment_23,107260.0,4
21,2022-05-01,62.62,0,segment_17,50452.0,7
21,2022-06-01,68.82,0,segment_24,48387.0,10
21,2022-07-01,63.34,0,segment_3,16133.0,8
21,2022-08-01,73.57,0,segment_11,8279.0,7
21,2022-09-01,66.75,0,segment_21,50666.0,10
21,2022-10-01,71.11,0,segment_15,37915.0,10
21,2022-11-01,66.96,0,segment_17,39386.0,4
21,2022-12-01,68.15,0,segment_9,46449.0,17
21,2023-01-01,69.29,0,segment_3,38706.0,13
21,2023-02-01,64.52,0,segment_1,78957.0,11
21,2023-03-01,61.39,1,segment_24,42262.0,9
21,2023-04-01,61.34,1,segment_14,39386.0,5
21,2023-05-01,67.05,1,segment_8,39386.0,7
21,2023-06-01,64.82,1,segment_14,35232.0,15
21,2023-07-01,57.89,1,segment_4,55045.0,8
21,2023-08-01,69.09,1,segment_18,30138.0,15
22,2022-01-01,108.28,0,segment_2,27176.0,13
22,2022-02-01,110.55,0,segment_16,42213.0,5
22,2022-03-01,107.04,0,segment_12,39386.0,11
22,2022-04-01,104.55,0,segment_23,53524.0,12
22,2022-05-01,106.45,0,segment_2,34160.0,11
22,2022-06-01,105.14,0,segment_3,13335.0,10
22,2022-07-01,97.16,0,segment_17,30956.0,10
22,2022-08-01,94.96,0,segment_23,64620.0,4
22,2022-09-01,94.38,0,segment_2,33576.0,0
22,2022-10-01,82.97,0,segment_13,34619.0,7
22,2022-11-01,84.64,0,segment_15,72535.0,12
22,2022-12-01,96.06,0,segment_11,26181.0,2
22,2023-01-01,95.37,0,segment_10,15903.0,6
22,2023-02-01,84.57,0,segment_1,36447.0,10
22,2023-03-01,86.43,0,segment_0,30016.0,14
22,2023-04-01,83.21,0,segment_12,22477.0,6
22,2023-05-01,94.1,0,segment_17,36126.0,10
22,2023-06-01,83.0,0,segment_17,53900.0,12
22,2023-07-01,75.21,0,segment_12,39911.0,13
22,2023-08-01,69.38,0,segment_3,48251.0,8
23,2022-01-01,83.74,0,segment_0,39386.0,9
23,2022-02-01,75.47,0,segment_14,32671.0,3
23,2022-03-01,72.77,0,segment_16,39386.0,4
23,2022-04-01,78.92,0,segment_5,29568.0,7
23,2022-05-01,74.97,0,segment_4,24153.0,6
23,2022-06-01,65.79,0,segment_0,28255.0,14
23,2022-07-01,79.27,0,segment_21,30113.0,8
23,2022-08-01,66.22,0,segment_15,49795.0,16
23,2022-09-01,81.55,0,segment_13,164299.0,13
23,2022-10-01,66.13,0,segment_23,39386.0,12
23,2022-11-01,69.05,0,segment_4,31257.0,10
23,2022-12-01,72.94,0,segment_2,39386.0,13
23,2023-01-01,70.68,0,segment_2,50892.0,7
23,2023-02-01,71.35,0,segment_11,47010.0,16
23,2023-03-01,54.57,0,segment_17,86721.0,11
23,2023-04-01,54.72,0,segment_8,9359.0,8
23,2023-05-01,59.11,1,segment_24,9583.0,7
23,2023-06-01,60.25,1,segment_22,29806.0,9
23,2023-07-01,55.02,1,segment_16,77526.0,7
23,2023-08-01,46.42,1,segment_16,15687.0,4
24,2022-01-01,65.04,0,segment_19,6603.0,19
24,2022-02-01,65.76,0,segment_17,56540.0,10
24,2022-03-01,67.74,0,segment_2,46452.0,4
24,2022-04-01,68.88,0,segment_17,20865.0,7
24,2022-05-01,68.85,0,segment_14,22218.0,8
24,2022-06-01,70.95,0,segment_0,22429.0,4
24,2022-07-01,66.23,0,segment_2,42886.0,18
24,2022-08-01,77.15,0,segment_6,27562.0,9
24,2022-09-01,77.49,0,segment_9,53983.0,10
24,2022-10-01,77.28,0,segment_8,7238.0,13
24,2022-11-01,79.5,0,segment_8,24001.0,7
24,2022-12-01,80.84,0,segment_7,20421.0,15
24,2023-01-01,79.05,0,segment_5,34413.0,7
24,2023-02-01,80.86,0,segment_0,29061.0,5
24,2023-03-01,85.32,0,segment_15,39386.0,8
24,2023-04-01,85.58,0,segment_23,13152.0,13
24,2023-05-01,92.39,1,segment_23,41245.0,10
24,2023-06-01,92.34,1,segment_24,56106.0,5
24,2023-07-01,91.49,1,segment_9,122270.0,10
24,2023-08-01,87.57,1,segment_10,30059.0,14
25,2022-01-01,56.07,0,segment_11,48760.0,19
25,2022-02-01,62.52,0,segment_21,13598.0,12
25,2022-03-01,57.62,0,segment_2,9555.0,10
25,2022-04-01,55.27,0,segment_5,66626.0,13
25,2022-05-01,50.21,0,segment_7,39386.0,6
25,2022-06-01,44.45,0,segment_22,81398.0,9
25,2022-07-01,46.72,0,segment_12,17605.0,10
25,2022-08-01,48.97,0,segment_23,54827.0,9
25,2022-09-01,36.45,0,segment_18,123166.0,9
25,2022-10-01,50.48,0,segment_7,51628.0,11
25,2022-11-01,53.51,0,segment_20,47379.0,10
25,2022-12-01,31.73,0,segment_22,40341.0,9
25,2023-01-01,33.32,1,segment_12,15638.0,7
25,2023-02-01,40.47,1,segment_3,90521.0,11
25,2023-03-01,35.1,1,segment_2,27819.0,14
25,2023-04-01,38.22,1,segment_21,54322.0,9
25,2023-05-01,35.31,1,segment_24,15711.0,11
25,2023-06-01,29.22,1,segment_19,19777.0,4
25,2023-07-01,39.87,1,segment_24,94944.0,16
25,2023-08-01,34.44,1,segment_2,32585.0,14
26,2022-01-01,51.03,0,segment_21,95986.0,15
26,2022-02-01,45.37,0,segment_11,38294.0,17
26,2022-03-01,50.92,0,segment_4,13291.0,11
26,2022-04-01,50.2,0,segment_24,68544.0,15
26,2022-05-01,60.01,0,segment_5,28171.0,14
26,2022-06-01,54.76,0,segment_17,61035.0,19
26,2022-07-01,56.23,0,segment_19,40746.0,8
26,2022-08-01,52.08,0,segment_13,39386.0,14
26,2022-09-01,52.48,0,segment_4,44292.0,15
26,2022-10-01,53.75,0,segment_10,149901.0,10
26,2022-11-01,60.22,0,segment_8,53948.0,11
26,2022-12-01,55.63,0,segment_16,38773.0,11
26,2023-01-01,61.32,0,segment_11,76512.0,7
26,2023-02-01,74.24,1,segment_24,45542.0,8
26,2023-03-01,67.04,1,segment_0,45511.0,8
