customer_id,age,income,tenure_years,monthly_usage,education_level,customer_segment,region,annual_customer_value,future_discount_applied
91,18,6790.633136335826,1.9007802453027396,118.16145696622449,High School,segment_14,South,2548.3180940486914,20.608418522045543
92,41,,,26.213744880747285,Bachelor,segment_48,South,6083.952974661419,72.7648590070639
93,56,40785.88881641501,1.0727481059119623,119.46541650402978,Bachelor,segment_48,South,5276.134359166149,123.19351006732334
94,35,,,57.821267045956745,Bachelor,segment_82,East,7135.786128858867,179.95489077793687
95,49,31161.005747208776,19.01960024943489,55.222608402807694,High School,segment_6,North,5469.801798832463,148.45816776103544
96,25,,,84.77644609069824,Bachelor,segment_85,North,6762.340012948253,217.55774154632417
97,33,,,,High School,segment_72,North,3391.6274656454984,140.1297391113484
98,26,38390.844290377405,21.701787888557163,89.22301378455869,High School,segment_80,North,6173.754328887704,133.47303122512943
99,20,60256.37504279391,10.905917434587286,58.88977566637965,High School,segment_64,West,4988.579318476043,54.86521388229949
100,50,58825.46660393261,7.994155419698563,98.65245557546736,Bachelor,segment_14,West,8458.739939525261,161.82718997964614
101,23,,6.230396908227686,83.43713713071098,Bachelor,segment_62,North,9668.962630244712,244.12850046934417
102,23,,,219.93490586572864,High School,segment_9,East,4556.961328256981,90.20971063102276
103,51,78818.43867678751,1.8988482254187304,37.94339062984464,Bachelor,segment_22,South,7089.744940002991,107.9454871834466
104,67,28352.625956004584,16.00782914769784,92.74817352957321,High School,segment_68,East,5492.382791650454,136.22651476234017
105,41,20441.600542492222,1.5774273046225618,28.764931946933675,High School,segment_6,South,2177.5058978620787,9.150784811051587
106,65,91700.35756787375,0.5594290873277308,135.60613195211633,Bachelor,segment_98,South,14593.833644132343,306.7986369967711
107,72,,,54.34795667797793,Bachelor,segment_72,East,6000.5015129248295,81.40922837158433
108,46,,15.375979691715223,99.36763534846651,PhD,segment_31,East,15613.050524494352,275.3516584023313
109,62,43350.950795326215,1.7304872814339702,225.24467746633204,Bachelor,segment_72,East,6467.65523744369,220.70825232686593
110,55,53534.8093168321,1.4727351020909316,63.85980783204606,Master,segment_60,East,9023.638829757349,218.1519354358197
111,30,,3.3563061063433413,153.60060603261533,High School,segment_16,South,3992.967876191325,88.89107696519346
112,22,52590.83166982607,1.2963263989435894,5.707405768306185,Master,segment_94,South,8383.043800723244,124.33680204295985
113,37,91941.6900493621,7.5266149488906375,57.7821524200776,High School,segment_82,North,6371.939093331824,214.8916855060995
114,53,47766.31162997414,12.611951080878246,16.66221967791953,High School,segment_58,East,4699.301114782905,108.45878739969761
115,71,19208.27561608345,1.4374519645623076,46.31346454584176,Master,segment_45,South,7717.4930421916215,165.11242760425557
116,25,77539.82280992245,1.0360729537862448,64.33353791080106,High School,segment_40,North,4063.569519904489,168.85366713535163
117,50,71204.94955597485,1.3497697162744724,12.237159514579961,Bachelor,segment_70,North,6334.99648778244,96.97428986788776
118,20,74973.01378290138,9.019634356683538,198.835005232806,Master,segment_11,West,12765.7194283867,266.5376050657313
119,21,,,27.115166892942305,Bachelor,segment_32,North,8260.831704743694,229.24572587680717
120,64,22224.05059390596,4.3802953750810465,45.96981776526863,Master,segment_93,North,8053.6679497589885,151.81239458125452
121,71,16700.324365673398,4.2482617464459205,36.18240378332358,Master,segment_44,North,8557.921770958641,139.13351157026557
122,46,,8.593496688668376,34.63389055756661,Master,segment_78,West,8851.459441652127,176.79082851673587
123,37,141930.6289901384,3.5751563632905654,67.7622276813322,Bachelor,segment_44,North,8668.449123374554,141.81076017907742
124,23,41372.88862692946,0.7895331329499242,94.9373487161291,Bachelor,segment_18,North,4939.172604000168,98.23716165971399
125,63,26450.078146568685,9.576290114685676,72.20377402695458,PhD,segment_91,North,12286.6132084411,236.48757930448903
126,39,26027.551934809257,8.831238047854388,75.12640899316874,High School,segment_30,West,4537.004112432339,164.07658969103392
127,68,28189.539695529184,6.233181354200751,47.09111737478514,High School,segment_15,West,3597.0024889172505,44.27787654894654
128,58,21233.06229217028,6.127009458879933,117.3072178122049,Bachelor,segment_98,South,6110.490828680171,30.174129956276417
129,39,72453.11401476059,0.12297247511567272,41.70832493637275,High School,segment_64,South,2911.088815121368,62.8011753138765
130,33,69095.97873884214,2.9665944574290792,,Bachelor,segment_56,North,7314.396300813709,116.13016227984626
131,59,36803.64410328517,2.8871029778016237,94.19588377443279,Bachelor,segment_38,East,5687.663624638998,104.70125082382444
132,35,,,1033.9625063520878,Bachelor,segment_22,North,31789.948809824724,596.1131075038562
133,30,,,97.42226745943404,High School,segment_49,South,4770.2838240281835,82.8593397644479
134,27,82854.50550196656,1.8187930742396952,48.97649473987127,Bachelor,segment_72,West,6951.903057998346,130.36725438638024
135,31,189958.69922123692,9.576508145145688,125.57643686912526,Bachelor,segment_83,North,13237.417999307512,217.28913517263877
136,74,20056.078096202695,17.49026312201154,115.01685817080806,Bachelor,segment_52,North,7898.677927176116,129.68791969786366
137,68,95402.51590673621,1.8313319861456065,,PhD,segment_91,North,12626.810513761426,186.25360755340213
138,28,85313.30062836126,0.5060072384658726,82.38672058417576,Master,segment_81,East,9581.140614427346,230.57785078840215
139,33,13449.536616661124,1.4823984997224207,25.865398040084866,High School,segment_37,North,1871.590468228561,96.08191142387659
140,38,103353.19536208795,2.670653679369179,53.79616890671204,High School,segment_61,North,5345.958380844812,145.80994229993104
141,49,57719.11970561508,4.132233768620794,161.53141363911718,Master,segment_98,South,9986.365687281566,167.9382308151293
142,29,47613.533914593485,8.699224760248303,74.79577542574462,High School,segment_63,East,4991.126366552462,183.89469151421287
143,66,88791.4816219557,14.198802488664729,130.33115754365758,Bachelor,segment_73,East,8998.621906173878,145.978582423148
144,50,20914.703440871202,2.8498120263862035,94.23367511736205,Bachelor,segment_24,North,5499.043662798699,66.1677883311477
145,44,134490.69529659624,10.149236728524283,107.61487769512625,Bachelor,segment_99,East,11318.355879325138,213.9483199197045
146,70,54383.8394644545,9.146665182478905,98.78888481502935,High School,segment_22,South,5722.253893697925,100.78428616280874
147,23,81207.24205896183,25.78996706452582,15.446772065520953,Master,segment_65,North,11505.294983242353,216.91373677227975
148,74,38119.24712499181,3.924836650351317,74.74735492561601,Bachelor,segment_72,East,5846.981371727197,68.86388892774238
149,60,59536.26425870263,5.661191580876517,2.816972115936864,High School,segment_28,North,4492.544088255373,16.674472996396744
150,57,,,120.16071692850902,PhD,segment_40,South,9639.079529792643,157.09105930383583
151,50,16093.289873204136,2.774391733850133,37.50598020389448,Master,segment_85,North,7007.893852138957,171.81929930328732
152,19,27020.38916395116,2.1834759802817776,77.06698886675979,Bachelor,segment_70,North,5050.846268580301,58.3980141205994
153,49,88269.79067417768,1.2582596494138252,96.84730973437097,Bachelor,segment_66,North,6900.426207560702,58.05332550289151
154,48,41452.23687676512,2.5273836089431225,,High School,segment_66,South,2786.352167449485,132.65508994396552
155,56,30790.92684893205,4.992749883655583,32.929773826584416,High School,segment_14,South,3335.8640503359634,99.07059703452344
156,55,32293.481256977677,7.001893065283107,91.43820660331316,Master,segment_22,South,10115.54725373071,131.13770009517967
157,45,,,122.4773951924131,Master,segment_92,East,10449.906860391857,196.38500127132056
158,30,,,146.24598021717344,PhD,segment_81,South,15036.543266750097,275.48371500094026
159,25,147030.67294348896,0.1366252235836122,91.3255229324838,High School,segment_32,North,5825.176569074275,125.46222468698734
160,18,32981.19631711702,2.3159820917956777,11.048457472970235,Bachelor,segment_61,North,5517.958560670455,127.03816984534197
161,46,168749.0410800136,1.4836380135131515,1.7634971159288104,Bachelor,segment_8,East,9535.628539566022,197.4231886998765
162,20,51851.44307780068,2.710570884101932,15.662580413622765,Bachelor,segment_89,North,6329.785168203791,114.30918121473135
163,40,35281.66308292357,16.966544601332693,162.6769626240138,Bachelor,segment_83,South,8742.43820998656,96.14415997821466
164,35,186848.56118428087,1.355408156914249,71.62822446318957,Bachelor,segment_30,North,10191.731760089306,119.28453005885355
165,52,14688.712149712619,8.918006554243679,20.047277605100135,High School,segment_14,East,3186.5661692233493,14.070512676290342
166,48,59440.70485982504,2.970890167584438,115.7445699466176,Bachelor,segment_82,North,7207.125371885761,202.87920298718643
167,64,19347.273090960418,3.683641744220475,94.55467262697347,Master,segment_53,South,7780.118284862883,174.11518069887921
168,50,,,42.324839691840175,Bachelor,segment_61,South,8226.005094209953,75.63981037924842
169,26,,,138.43085651755857,High School,segment_91,North,3209.156086417759,81.37186511272662
170,41,,,66.84674219019749,Bachelor,segment_44,North,6646.649423241592,152.68805031261937
171,59,28822.62431544951,6.664691677029365,75.49950768951273,Master,segment_97,North,8467.03505762669,227.6672160090518
172,41,76148.20339801126,0.08976710786237413,60.86994204891499,Bachelor,segment_48,North,5106.100980116015,147.0748855181211
173,23,,39.61150174785378,140.82402191143973,Bachelor,segment_51,East,8075.20228149513,229.2399678122776
174,40,81568.80385783142,23.665628026566125,110.18812801711277,High School,segment_80,North,7533.77514661732,171.343879716338
175,51,116227.0183203708,2.9028971592541897,51.59503515653466,PhD,segment_33,North,14337.30632882308,292.7606997007183
176,31,62919.34571718279,6.067302203391579,70.4293518403499,Bachelor,segment_60,South,8027.094819120453,107.00354103908919
177,31,,,81.175043127169,Bachelor,segment_41,North,5888.075152848635,8.651633277190413
178,55,,,42.62304507222388,Bachelor,segment_24,East,7526.26977317227,185.7625875432874
179,52,43218.48174815229,0.5742122593812076,29.967076012666514,High School,segment_92,North,2184.7091465313274,17.281759886948656
180,32,,,19.547893355175397,Bachelor,segment_98,North,5682.50395007307,20.250986213699306
181,34,17794.77646982362,0.6762285557352368,96.45556673755675,High School,segment_78,South,2021.5945890721612,-26.205382936323105
182,46,,,93.60351747068438,Master,segment_75,South,8146.52057053921,82.1106027047113
183,45,14859.226379828922,4.918149745721953,170.73587358187643,Master,segment_37,South,9392.552913092122,66.84292330574343
184,35,77260.50361748118,8.54366267212353,29.341420094228976,Bachelor,segment_92,South,8535.714521864606,191.19182500585086
185,57,50487.14283347274,1.6592554564841828,80.95044265499801,PhD,segment_30,North,10836.114114361942,263.11494279593967
186,33,,,18.66060122535793,High School,segment_50,North,6255.786764423042,110.75179518202084
187,30,75815.41443005482,6.050102293633909,109.90648410123781,High School,segment_5,South,5222.666857740345,75.58947094810932
188,63,27445.42372571775,5.3159397174820615,123.38991985219519,High School,segment_79,North,4022.1713909462082,65.90160765197369
189,19,,0.045110186498033306,66.25814163175423,High School,segment_28,North,2698.736400921966,88.93770033950831
190,50,79173.34870237233,1.52136953634206,,High School,segment_98,North,4044.4199828900237,106.34849059738907
191,54,33959.220952551004,0.629537333088619,,Master,segment_18,West,6824.517439366769,101.39707774835381
192,54,18773.780342475908,7.369605681953793,38.094442472653746,PhD,segment_60,East,10371.671784827218,118.19246931618528
193,74,119905.38238357684,8.39572406338145,8.145943848011239,High School,segment_54,South,6985.65955518151,132.14567818929976
194,46,63094.94835729136,1.0976684825444907,31.792182375390862,Bachelor,segment_36,North,6089.905892568612,69.6930451684114
195,43,22805.799432770447,4.437519649065855,209.53652733313587,High School,segment_37,East,4612.1034672922815,159.311716533648
196,45,34610.172185489566,2.6986494500107283,73.04143079408463,Bachelor,segment_42,South,6261.410072310063,79.44167740710704
197,66,,7.554500666504818,47.66962161570932,Bachelor,segment_11,North,6827.4388014926135,169.97543543710884
198,42,68912.39856192836,1.8636059696777165,95.40664301245266,High School,segment_35,East,4093.15562590424,102.255174275126
199,73,,4.94459259551115,,Bachelor,segment_97,South,7429.089416760483,187.32004841087803
200,31,,,41.861308468288925,PhD,segment_17,North,11540.581629726272,149.96993889204694
201,28,61272.13665098905,0.9016092322937708,234.58444931642993,High School,segment_77,North,4934.698287736514,127.64372045783722
202,68,47735.06058619866,4.341002814260301,125.46543802621635,Bachelor,segment_97,East,6946.499091141062,120.79509461329903
203,36,168367.22090687952,1.4381001354622676,8.564002133249941,Master,segment_68,North,10629.466064562292,180.08510713271951
204,36,35451.377605666334,25.33074157820159,33.64936733164316,Bachelor,segment_3,West,7757.708069543081,221.10808510960481
205,52,19832.11556974859,20.941102534608078,20.161737205491296,High School,segment_62,South,4908.593939087773,31.464155045603547
206,74,37557.92675609655,16.057957718706472,,High School,segment_42,North,5600.7634050452425,48.01355642248062
207,26,109060.82962961943,15.007521803900762,76.59691356164979,Bachelor,segment_17,South,9712.55410427231,237.52146240405767
208,39,81734.59711751324,12.74939387955157,91.89540394843976,Bachelor,segment_99,East,8390.875571368575,60.79389703836566
209,47,,12.750527461776521,3.510266317824384,Bachelor,segment_94,South,7401.375863483112,148.54611650436698
210,19,66212.91698349781,1.4726797035203063,129.10436580174638,PhD,segment_35,South,12185.960042724317,229.32157544863014
211,20,,4.410086596800477,,High School,segment_95,North,4064.809674103508,81.47069936275052
212,50,97471.54073345091,0.011113731335408491,54.112643755161585,Master,segment_10,North,9207.459935736113,204.40381836989584
213,65,70976.40710232884,2.7954488530487964,170.65896809747983,Bachelor,segment_4,East,7215.323197641105,128.14304226764418
214,41,29931.31149866112,0.8497763901232813,111.88769486793801,High School,segment_66,North,2404.547556133555,19.49772487948199
215,57,29710.036615333913,0.5707520507714364,69.12910490504694,Master,segment_89,East,6636.894609810186,182.9556935004644
216,67,32497.78554278456,11.824685800719234,95.35080997420147,Bachelor,segment_50,North,6934.3138647746555,85.17763449290817
217,36,,0.7130287378064374,182.34305951416232,Bachelor,segment_71,East,7683.860282098779,94.37053968548551
218,29,,,88.83965648083506,Bachelor,segment_21,West,5398.042527835748,113.50141578176375
219,52,46473.79559005838,1.181024972983582,81.89116968972988,PhD,segment_35,South,11533.438304899102,264.6233539281142
220,60,50423.55429265485,1.5862244480905647,122.8382603178598,Master,segment_97,South,8635.80796608365,154.72197015399746
221,50,21812.319684064518,1.7020616876016585,162.17391869562653,High School,segment_20,North,3459.056807029352,105.4254033014987
222,64,,7.0632593977480855,199.8913093008758,Bachelor,segment_74,North,14212.871331537868,313.158001896403
223,73,,,66.51671603497962,Bachelor,segment_99,North,5616.038019754251,29.691885391924174
224,18,96213.75660987562,0.977139962813576,86.50291111044083,Bachelor,segment_90,North,7586.381984427248,55.36767980743981
225,66,75495.99056800806,2.644230030211233,130.31166520518408,Master,segment_98,South,10352.250547394186,271.27948319628086
226,64,22853.384710444047,5.314788283696462,98.62188984239117,Bachelor,segment_30,East,5876.620781015739,173.78735742769584
227,50,74429.53625165756,8.393470571751733,73.25858336909107,Bachelor,segment_17,South,8807.854550754933,126.94925964503699
228,59,20984.002627112026,3.2214671647997504,170.36222472211176,Bachelor,segment_71,North,6842.719788857244,160.0097242897123
229,29,,,71.67270597126382,High School,segment_99,North,7569.782889614417,255.90856240492246
230,63,58808.659665016065,2.2074140307165986,63.95846591498571,PhD,segment_9,South,11733.415272449023,246.54019378634842
231,65,,,257.91580499180316,Master,segment_75,South,11319.472453778293,248.19472840504818
232,24,,0.3575374139393611,59.796601615780375,Master,segment_5,South,7928.159264569954,175.56259109765946
233,68,22137.416461336707,6.239525652906041,73.93903236271497,Master,segment_73,North,9494.28952062569,257.23877655238573
234,48,,,152.71995753820835,High School,segment_96,North,2715.093278431495,44.75662255466574
235,56,35997.47710577381,7.41430107200339,273.97664128149984,Bachelor,segment_69,North,8327.731287521086,231.52065632718572
236,35,122318.73040582542,2.271400710874114,,Bachelor,segment_15,North,8968.538738851528,128.13269514146913
237,51,190124.94682926376,0.44796292793609715,135.36139290949785,Master,segment_97,West,13454.332669286228,308.0671966160156
238,21,43117.528159615846,1.19550434847115,49.67478775007929,High School,segment_8,West,2766.291227969448,40.45934509567815
239,38,103703.6025287612,23.604154048745922,34.41445653085158,Master,segment_42,South,13453.232722390712,280.5423614050375
240,56,,,26.494533377522643,Bachelor,segment_17,East,5126.624971756315,85.06435691369842
241,33,104025.05403463157,4.482223329052519,50.729966451310816,Bachelor,segment_93,East,8068.903490289917,257.4378912553033
242,55,24989.172823622426,3.565312877710225,36.67571090701564,High School,segment_89,North,3151.8351607111767,153.93878664777736
243,50,74052.7172460239,7.542358684553169,108.0961800944736,Master,segment_77,East,11726.532644829762,207.7545874968457
244,26,25386.108633821845,7.450716929804944,39.20879648070987,Master,segment_37,South,9500.04790149669,256.2838310356169
245,35,168501.35502689326,3.0616026038093707,115.7998686324351,Bachelor,segment_64,North,11179.336348438841,163.5838490286126
246,48,,,23.61323342490921,High School,segment_87,South,2718.756244710117,-17.151873595545858
247,25,34553.67598375055,7.291912254998088,50.651995883102245,Bachelor,segment_67,South,6156.131788496557,172.86805977186546
248,59,,,59.98304158474183,Bachelor,segment_75,North,5984.04962708765,137.64878779071495
249,38,,2.5412971261441615,221.7650646801087,Master,segment_24,North,11661.552332059531,302.1910351797695
250,55,57312.2036037687,0.4970455518053554,77.7903101663461,Bachelor,segment_49,North,5858.611927108094,134.6218374067721
251,41,90396.47377023424,1.5789355694676839,,High School,segment_2,South,4695.606239964286,29.298883226398317
252,73,,,72.59582964329145,Bachelor,segment_78,North,8618.07831052972,159.66704159764825
253,29,171738.73791470434,5.7939737087260825,43.55381733694689,Bachelor,segment_83,West,9784.936984450773,169.05995329698735
254,60,6914.618466276792,8.97066269182802,25.226252842799745,Bachelor,segment_82,South,6235.697695164758,85.45161950139628
255,53,,2.759997539411158,43.71317058311316,Master,segment_19,North,8060.81112128696,158.62619569380217
256,39,201070.20948265278,1.4849939760864679,245.81555429080365,High School,segment_94,North,9999.465316192902,216.2829123408956
257,36,62676.10550273924,25.858415037312348,239.90097029503954,Master,segment_59,South,14022.810176470266,257.7815822517649
258,22,,,156.4395628535391,High School,segment_64,North,5160.920415745738,83.73017446732366
259,47,148280.2663496592,0.9298613481076781,186.88049169273012,Bachelor,segment_34,North,9232.59681905169,124.8142625554515
260,45,,6.361257844173066,89.11581184110426,High School,segment_54,West,4376.377631872455,51.753215380323624
261,70,101958.29323856108,8.82022702248252,330.2340430701688,Master,segment_74,West,35974.10265487207,773.6944443284622
262,73,47488.275813902816,17.811589973543022,50.45448817015516,Master,segment_38,East,11384.77079591125,181.97773448391447
263,71,65357.667390035116,2.061035430169035,214.10819498390626,Master,segment_100,North,10517.15262351708,179.3242868695613
264,24,,,69.47949354980798,Bachelor,segment_63,East,6758.962150280186,101.0530621571303
265,41,32311.84957383113,5.2647859582466126,59.825649044282784,Master,segment_89,South,8649.849671143955,106.01895339946633
266,28,,8.560851757513944,127.51486613339694,Master,segment_92,South,9762.042518991575,187.72045975840837
267,46,27948.13891831439,2.6729150969946973,98.85426051050787,Bachelor,segment_28,West,5405.921312941758,72.70659751173099
