customer_id,age,income,tenure_years,avg_monthly_usage,support_tickets_last_year,satisfaction_level,customer_segment,region,churn,future_retention_offer
160,19,51275.76091957149,3.018982583721001,51.516152470968365,1,Low,segment_141,South,0,0.07569005260426814
161,49,14827.62722664577,4.253583534648108,77.02774299664715,1,Very Low,segment_108,North,0,-0.12444975932538867
162,48,16395.840936380424,5.610958325084157,73.58681346856994,1,Very High,segment_54,North,0,-0.09631982954375534
163,56,38924.66897559334,10.142231523898785,153.83482789937176,3,High,segment_79,South,0,0.07612897322779866
164,55,106120.85151171195,2.4567059267688767,46.008085992600016,2,Low,segment_23,North,0,0.01458380286230532
165,45,,1.4264102326790047,,3,Low,segment_127,North,1,1.1003958235520905
166,30,40388.64462549628,14.127195419887705,41.41583892014528,5,Low,segment_118,South,0,-0.06716891067816481
167,25,43285.3703845813,2.560447282722361,15.426390193929592,4,High,segment_8,South,0,0.13045073052976588
168,18,76500.95954428536,3.164848686824993,37.17193651201939,3,Medium,segment_144,North,0,-0.08973074794335101
169,46,,7.029770277117698,57.67627227959802,1,,segment_22,East,0,-0.04026769924414769
170,20,,3.0770391418722842,67.66716596040996,1,,segment_86,West,0,0.012016643730816637
171,40,30307.177390156543,0.35758171144026873,9.397971336170494,0,High,segment_133,South,0,-0.12098202351029935
172,35,82726.5349913614,2.6261097449776187,45.10244040412169,3,Medium,segment_74,East,1,1.108140789628954
173,52,,1.607413801908885,113.8230281570034,2,,segment_120,North,0,0.021944045306821175
174,48,44617.71108590206,4.522402427922487,55.01048788810775,1,Very Low,segment_130,East,0,0.1923686839957996
175,64,38382.37108933505,18.21801573958378,67.02677715143825,1,Medium,segment_98,South,0,0.058619880678545816
176,50,153152.81482567554,6.527660497582164,98.18516490423961,5,Medium,segment_88,North,1,0.9226443981219995
177,26,37016.49568073553,5.363044146943285,136.0779111378262,1,High,segment_31,North,0,0.11066982808032118
178,41,,0.9358137737362624,24.08956436754046,2,Medium,segment_7,East,1,1.0733609158218071
179,59,62604.013581779596,1.9602910357151813,114.35410436188643,0,Medium,segment_109,North,0,-0.11655069387379978
180,41,228701.76175738344,9.614003717399179,67.37586973123534,3,Very Low,segment_7,South,0,0.15789423637532535
181,23,,0.24965038796252936,116.30120490571726,1,,segment_95,East,0,0.11299074760113646
182,40,,14.420181074517517,91.49614275844324,1,High,segment_141,South,0,0.09272282386460894
183,51,46199.47190255229,11.153311047870769,56.39322879585292,3,High,segment_71,West,0,-0.03724201959473339
184,31,114909.17323902315,6.387686110884431,33.078070821926076,0,Medium,segment_33,North,0,-0.005512585185678237
185,31,37703.351512195484,6.899847014855498,114.01929229303842,0,Very High,segment_148,South,0,0.05252422795436708
186,55,,4.1418082182276565,,0,,segment_41,North,0,-0.14225664887468634
187,52,27519.665003535807,3.0032136916104317,28.505722626999642,2,Medium,segment_112,West,0,-0.11557854197046542
188,32,58594.51239362196,0.5739184571038916,24.393900585844037,1,Low,segment_37,East,1,0.8764390819678503
189,34,76172.44914326593,1.2522551615664168,51.18744770233198,2,Medium,segment_72,North,0,-0.05536271979066502
190,46,59628.70605274532,9.586720664404343,20.012684219341384,1,Medium,segment_30,East,0,-0.11017041198422306
191,45,34503.41949664214,0.1337247886897459,101.0182494166846,1,High,segment_12,East,0,-0.014230461130871922
192,35,6130.501941937794,0.812988389402726,13.542198326475555,4,Very High,segment_85,South,0,-0.03980876737135076
193,57,141747.84531652028,11.749629803066725,44.84946497218096,3,Medium,segment_102,South,0,-0.07229030778029706
194,33,60595.47403344839,1.9307722751818404,28.776953753513766,1,Low,segment_31,North,0,0.21093637654854455
195,78,292780.0957945047,1.5684298373066823,41.894386440705034,2,High,segment_10,East,0,0.06732860180665752
196,30,14163.427849489019,5.238619311166773,50.94718904140146,2,Low,segment_57,North,0,-0.10726180769091079
197,63,,1.8614731692391744,46.089126041373824,1,Very Low,segment_123,East,0,0.20304449511796685
198,19,54291.44339432261,4.538053977966218,78.55968717652219,0,Low,segment_101,West,0,0.20199424206341254
199,50,151437.93731299785,12.905294405028114,49.60615615093789,3,High,segment_69,East,0,-0.19402221861032867
200,54,,6.304201556406815,55.158717962824255,2,,segment_84,West,0,0.030702625594663264
201,54,44403.73103543201,9.33427894934808,124.409988167192,3,Low,segment_34,North,1,1.0181652399816823
202,74,49124.73694309047,2.773253117712583,59.06147393402118,2,High,segment_103,East,0,0.02694671208399156
203,46,167727.55034105806,3.0343839955393497,48.61155009028431,0,Medium,segment_115,North,0,-0.06885192787154987
204,78,146235.41906137456,5.597469324104166,161.82703122980192,2,Medium,segment_56,West,0,-0.05999147663120191
205,43,120495.64616617135,7.726728603164828,81.1877313539396,3,Low,segment_96,North,0,-0.051890778322505854
206,45,90400.91622580895,0.6957801394526535,23.945150442915278,1,Medium,segment_65,South,0,0.1666234002405119
207,66,53889.796551412815,24.71861058446907,148.8527908573015,0,High,segment_48,East,0,0.10198805316038069
208,76,513418.9060174633,0.8429835635573714,,2,Low,segment_48,North,0,0.06316427265377766
209,42,13502.60208305587,5.848939382923237,126.72840844420253,1,Medium,segment_96,North,0,-0.027711986715955723
210,73,,2.9003572757081866,47.70532656594182,2,,segment_100,North,0,0.05386013711099469
211,31,,9.450767183994763,127.87065596144981,2,,segment_30,North,0,-0.0033488746526159534
212,28,,0.288305533709188,33.89881153691358,1,,segment_13,North,0,-0.10028593916872859
213,68,,2.282513561335648,85.03875578460374,1,,segment_26,North,0,-0.10894957706042724
214,36,116234.32554001175,15.00019134871322,188.61470737961906,5,Low,segment_140,North,0,-0.07653003398832436
215,36,,3.204143735698038,9.71691310344476,3,Low,segment_66,North,1,0.9519486595093364
216,52,41243.28815966319,1.6645291519758338,63.974055394090215,2,High,segment_126,South,0,0.048926498635875074
217,74,16273.766775427304,8.276604499014136,61.93030541112412,8,High,segment_92,South,1,0.805601379286316
218,26,,4.7759039463359105,3.7156566208510333,1,,segment_106,West,0,0.012606973584793207
219,39,,1.1066159029893246,59.18948575475599,1,High,segment_15,North,0,-0.019597902660550406
220,47,72259.62208908692,7.15609469561912,129.11677456517614,3,High,segment_134,East,0,0.030972012868470285
221,19,20663.745756289587,10.451997865928483,48.755617509410015,1,Very Low,segment_86,South,0,0.16452482569406424
222,20,,1.3122342665967337,36.55303283781457,5,,segment_14,East,0,0.16891049909012468
223,50,,6.452947175400478,23.238122681195744,6,,segment_51,North,1,1.137645413709054
224,65,20021.682893966263,6.300743514944704,80.82093584745932,1,Medium,segment_110,North,0,-0.13975116813869176
225,41,17975.84814229053,19.371657305184364,43.9519011927069,3,Medium,segment_150,North,0,0.10477587860597055
226,57,109186.0528185131,1.5551320658256018,47.325677187038764,2,Very High,segment_136,North,0,0.09599239350992367
227,67,20667.701894459988,12.619510876335758,67.55808059036309,3,Very Low,segment_102,West,1,1.1184436901306074
228,36,35771.45351159677,0.5876744280206021,73.03153128166969,0,Medium,segment_124,North,0,-0.18047431971321481
229,29,27343.882669246006,3.7293250072058535,115.34286162686047,6,High,segment_97,South,1,1.1341610916056777
230,52,,5.582315691310808,81.43823054324072,2,,segment_54,South,0,0.08163211333402375
231,60,,4.579434365907079,1073.062898273223,3,Very Low,segment_61,South,1,1.0075045550704802
232,50,34686.27346750392,8.877187802492816,96.32972953303235,3,Medium,segment_29,South,0,0.0896935030943761
233,64,12613.624199420816,11.148623986507403,112.57141959448424,1,Medium,segment_51,South,1,1.1502803911453612
234,73,,3.5761216973388166,84.75108577311262,2,,segment_148,North,1,0.9871447656870407
235,18,16666.178637317284,0.10644999002335737,188.67296674873202,5,Medium,segment_57,North,1,0.878058711717575
236,66,64017.01886634931,35.04978370863485,34.28191054586076,2,High,segment_95,North,0,0.04862597990478423
237,64,43900.816348553555,1.5401982581732059,54.30205596809149,0,Low,segment_71,North,0,0.023176862488277987
238,50,65644.17100834109,6.797888456019633,60.982638355381106,0,Medium,segment_97,North,0,0.10721621814964673
239,59,62035.70955914926,31.76521080397998,,2,Very High,segment_126,South,0,-0.002854299356383742
240,29,,8.769153675699208,14.829209464700545,2,,segment_71,South,0,-0.05690141019201272
241,63,129644.68695875593,8.754742915144629,34.128597333280304,4,Medium,segment_110,West,0,-0.16690271885970953
242,79,81617.01021591299,10.186054159880998,88.46353433135052,4,Medium,segment_67,East,0,0.1157678736056413
243,65,33216.65550208988,0.5929194420155672,71.73543024575899,4,Medium,segment_109,East,1,0.8018829045262814
244,24,108951.37186473621,7.0796407458717,34.81533334927266,4,Medium,segment_58,North,0,-0.01836108340302692
245,68,23718.27749186152,4.248978949158255,72.2796668427012,1,Medium,segment_32,East,1,1.0312040057548588
246,48,,6.4382977686157465,88.86205071098344,0,,segment_116,North,0,-0.08755898955480067
247,56,35599.14729976693,4.4568586016976,94.54906970961443,3,Very Low,segment_26,South,1,0.9262330095036879
248,35,,12.890506517158206,48.005691487817586,5,,segment_35,South,0,-0.028236957447017742
249,51,,7.600586132050093,94.12380452925197,0,,segment_48,South,0,-0.10535881861038293
250,21,73758.8220044175,6.396899627521034,8.372170014350338,3,Low,segment_22,East,0,0.08127165035761871
251,38,141463.8012231101,4.571614641771577,129.25454499506267,1,Medium,segment_144,South,0,-0.04353764617597481
252,56,,1.2284486161343542,80.25873713222418,0,,segment_148,South,0,0.1621992208683431
253,33,,9.620684779351869,305.087545924339,3,,segment_43,North,1,1.0727459237799228
254,55,25476.64430377518,16.831393786771734,79.49326520981457,2,High,segment_139,South,0,-0.11250400342079037
255,50,,2.423454001558018,19.21815422772558,2,Very Low,segment_29,South,0,-0.07641585502781166
256,26,71370.34962792174,16.088803888755955,,0,Low,segment_123,North,0,-0.18323818129210825
257,35,30265.70077755534,0.0538294061347593,9.108682641197957,3,Medium,segment_57,West,0,0.19222069808181858
258,48,,1.9655407385368082,28.920587203301356,1,High,segment_33,North,0,0.1300201306184882
259,25,47622.98600613042,16.714120758384787,82.90548459710969,1,High,segment_112,South,0,0.11591556736009075
260,77,,5.165725118676619,27.736360280122966,1,,segment_16,West,0,0.11499466109006043
261,59,25404.24153070119,7.0857080783942,94.27602212872026,1,Medium,segment_69,South,0,0.02486154573688423
262,38,103706.91144829962,5.941499309038417,18.732307784440422,2,Low,segment_65,East,0,-0.027488575221796725
263,55,29177.682104215855,9.533795833649055,161.1228596939984,0,High,segment_79,South,0,0.01772112740891479
264,41,,3.0331958983423633,68.67771269903537,0,,segment_133,North,1,1.0343702297328217
265,73,23963.281108524436,21.134811076202418,41.99955458852855,2,Medium,segment_56,East,0,0.0962658636575221
266,29,,8.653703020424366,44.43653453814825,0,,segment_150,West,0,-0.15155914727546313
267,60,40694.12062428187,1.9689205856945526,77.42464642600744,3,Medium,segment_97,North,1,0.9018179988178672
268,53,,0.14065441177177693,36.418637039765585,2,,segment_33,West,1,1.1486977293135183
269,39,223351.50131721387,7.938467869134985,67.76114007501977,1,High,segment_128,North,0,-0.06188415126147861
270,36,25529.277402723434,3.897389975622521,5.307788444371248,1,Low,segment_98,West,0,0.010693520105461339
271,22,16362.39361644497,0.17441032923691951,17.14153706992825,0,Very High,segment_54,South,0,-0.04626473626491311
272,47,15687.753739845808,1.3766662657894084,91.6958679352325,5,Very High,segment_72,North,1,0.9515829933620499
273,45,60033.98199700534,7.79291652349072,63.70171143340332,0,Very Low,segment_12,South,0,-0.013031438918148725
274,70,20242.17764542621,1.16498335105759,6.749439466927917,2,Low,segment_39,South,0,0.1044329884099201
275,73,,0.9173501589528312,50.86538900352985,3,,segment_126,West,1,1.062560236165053
276,71,16916.11668242279,3.8281550471352848,141.07879189757668,2,High,segment_24,East,0,0.14947796927325976
277,24,20393.98475965277,2.3795657592972277,39.36287560574926,1,Very High,segment_149,South,0,0.21113858913408756
278,41,76045.24765049791,4.451224304931798,123.43218900845197,1,Medium,segment_141,West,0,-0.017935454801254403
279,28,27128.7382370509,0.9529059955011865,49.264224242337335,3,Very High,segment_13,North,1,1.1219321718700128
280,46,24413.868627197306,3.344884902801613,121.34761707335474,2,Medium,segment_148,West,1,0.8164637016814513
281,71,16649.111701944923,3.3209306472807345,58.380402678017,0,Low,segment_138,North,0,0.016232687443892144
282,30,37640.12605060586,16.921956465280164,57.642256497308104,1,Very High,segment_21,West,0,-0.24447980956100335
283,23,22267.4927181212,9.859631243847112,21.009259549245527,2,Medium,segment_71,South,0,0.14606123830278747
